time,arrival_time,sensor,local_track_id,callsign_true,x,y,z,vx,vy,vz,track_quality,sigma_pos_m,sigma_vel_mps,is_clutter
10.0,10.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,369674.48618578503,27022.515689458058,-6992.6803678297465,37.92610759162529,26.940241728513026,-1.2447435511128893,10,80.0,2.0,False
10.0,10.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-79643.2446931143,27102.716637471283,-7400.50540193451,-36.406004095952426,29.004750676816453,5.136904257628197,10,80.0,2.0,False
10.0,11.5,RADAR_C,RADAR_C-HEDEF_2,HEDEF_2,369234.4386883719,26848.14491337667,-8403.412057652815,44.783412209021776,32.05027072886466,4.871599179929347,10,300.0,7.0,False
10.0,10.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-79296.22399950075,-404644.64925551316,-6763.0793885047215,-8.577148541886563,-31.021316624060738,1.3217057607113287,10,80.0,2.0,False
12.5,12.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369380.17369173095,26519.64213146185,-7483.1454997220235,46.590340877589725,-26.959265891942245,4.507198109697555,10,80.0,2.0,False
12.5,12.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,369759.87727998383,27194.27512824851,-7959.222708740873,34.865504740577606,26.182337583572906,1.7716627284522048,10,80.0,2.0,False
12.5,12.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-79819.34189341855,27348.440604501713,-7255.237035482076,-40.92627877031695,27.408553762021356,-1.136781587273968,10,80.0,2.0,False
12.5,12.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-79173.6148362336,-404708.50628600386,-7196.545642367562,-8.560928421922187,-31.393690866450406,3.420603369938495,10,80.0,2.0,False
15.0,15.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,369431.80218567967,25167.75386673018,-7046.995483384645,25.20432563160854,-46.96523332051365,4.33829182629314,10,150.0,4.0,False
15.0,15.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,369740.2855674214,27125.633357102724,-7864.859229599641,43.23548550424911,26.092001291901383,-0.0013688594459480008,10,150.0,4.0,False
15.0,15.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369478.07512122317,25814.1590535556,-7787.929320048091,27.982033536381543,-55.49253364023245,3.1677866318630725,10,80.0,2.0,False
15.0,15.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-79603.93232777543,-404853.24142450735,-7400.8869701845,-6.739352388579593,-28.016771377449885,5.309394254109202,10,80.0,2.0,False
15.0,15.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,-79980.90900891059,-404889.71444654494,-7140.818500426521,-11.99148708478009,-28.747962146791284,0.48848785468058264,10,150.0,4.0,False
15.0,15.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-80014.18022026452,27271.287557555148,-7240.89319775062,-40.04797932498467,29.69492595080165,2.679906676314234,10,80.0,2.0,False
15.0,15.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,-79945.72393233365,27337.26484770495,-7199.173753589088,-40.2110615810661,32.886231200896525,0.23675163798324927,10,150.0,4.0,False
17.5,17.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,370044.1397140266,28022.54775721271,-7259.2089159332845,37.72616878324643,30.108013890125665,-0.33650953188054933,10,80.0,2.0,False
17.5,17.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-80092.81295954499,27400.096179672662,-7365.530651724644,-36.98586625408696,30.367182822152934,2.715846300817339,10,80.0,2.0,False
17.5,17.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-79763.24534685386,-404948.9210389553,-7207.475953701122,-12.01079254183833,-31.747407432871636,-1.1768334355484678,10,80.0,2.0,False
17.5,17.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369697.92103560397,25228.109916567628,-7324.9805957088265,8.50751570678741,-82.90283160998165,2.5235830353774897,10,80.0,2.0,False
20.0,21.5,RADAR_C,RADAR_C-HEDEF_4,HEDEF_4,369589.37609337136,25428.717230870196,-7930.114004649435,-18.057758329422494,-102.3939547558204,-10.431259689374741,10,300.0,7.0,False
20.0,20.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,-79858.62125754356,-405375.0041695019,-7876.2195734010975,-9.259306622935608,-29.959709683108198,6.840908022908752,10,150.0,4.0,False
20.0,20.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-80408.54385247755,27459.340400342844,-7260.008627328307,-42.50944235226332,30.92630969558494,7.59145867489979,10,80.0,2.0,False
20.0,20.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,369710.99747770594,25577.97338287596,-7053.444235720017,-5.5819330217729375,-109.70474464023218,0.9960460787258785,10,150.0,4.0,False
20.0,20.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80336.19652749263,-404980.1909747416,-7291.438132196207,-11.224413403899955,-26.85664891600262,2.860206379644814,10,80.0,2.0,False
20.0,21.5,RADAR_C,RADAR_C-HEDEF_1,HEDEF_1,-80553.79280835524,27518.357121839515,-7294.514505343432,-45.61002028792976,23.604073514078593,-12.593126332155425,10,300.0,7.0,False
20.0,20.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369799.99450668483,25429.54021177555,-7500.1097594963485,-8.9839387466402,-109.5086212162402,4.7378250558779715,10,80.0,2.0,False
20.0,20.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,370288.01896878623,27996.189211576435,-7771.535578987261,43.22606738821103,28.97639242757046,0.29586143522049246,10,80.0,2.0,False
20.0,21.5,RADAR_C,RADAR_C-HEDEF_3,HEDEF_3,-79102.88079730458,-404967.127345262,-8923.136389898573,-4.052532555144094,-33.25532444506688,9.02564344762653,10,300.0,7.0,False
20.0,20.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,369978.68097096874,27574.93265127601,-7670.418507573859,40.61254154598267,34.60902929613812,3.094304541093661,10,150.0,4.0,False
20.0,20.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,-80397.9101734711,27489.48240774031,-7305.356537266009,-36.522163466613335,31.934841980798765,6.936113191345475,10,150.0,4.0,False
22.5,22.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80318.68189128797,-405130.25279591116,-7792.297308852999,-17.54151987423632,-35.58916688601401,4.938363048514308,10,80.0,2.0,False
22.5,22.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,370344.4698057059,27921.10277071397,-7713.69821635163,41.11667324169599,31.16201980429442,2.0671698843829995,10,80.0,2.0,False
22.5,22.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-80452.8046621142,27703.686652685483,-7193.643677587291,-43.670630423774696,30.84121855248959,4.941264082170122,10,80.0,2.0,False
22.5,22.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369889.5594323045,25129.161690057026,-7256.623874106725,-30.94520371781244,-135.92991664912566,2.5979757161992016,10,80.0,2.0,False
25.0,25.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,370580.944821088,28403.93762388637,-7223.178705179963,43.779704458001945,31.119806369594173,5.451652453363575,10,150.0,4.0,False
25.0,25.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,370535.34501159436,27878.3775402897,-7546.57132061807,42.26209442675108,33.658851736393665,5.742210497981603,10,80.0,2.0,False
25.0,25.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-80759.91277702412,27784.632995029042,-7293.744929905865,-39.86315468507323,29.730576022389673,1.1108510130015836,10,80.0,2.0,False
25.0,25.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,-80740.92323127495,27692.855721243173,-7198.723238284048,-47.54493679546523,31.868108753758648,4.9602475183505925,10,150.0,4.0,False
25.0,25.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,-80599.28847109189,-405044.73464380135,-6985.045231123064,-18.446487866602936,-35.41791924141141,0.06994665890497442,10,150.0,4.0,False
25.0,25.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,370113.91702716064,25172.975976662165,-7106.398372791267,-49.57561234555579,-167.23415987879397,-0.9900776989227498,10,80.0,2.0,False
25.0,25.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-79545.59280471827,-405328.3431803416,-7610.446849680829,-14.629370252225957,-33.58340392173405,1.6019203596476694,10,80.0,2.0,False
25.0,25.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,370090.243408872,26483.29626973802,-7640.512707410775,-56.39188518973816,-167.6262809632434,17.301182461225473,10,150.0,4.0,False
27.5,27.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-80982.54058778378,27882.787992179412,-7175.35427814973,-45.18065671170514,31.958935552446462,5.557262701026458,10,80.0,2.0,False
27.5,27.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80161.66522024212,-405451.72956969537,-6329.500770972779,-15.34702594366898,-32.20655207718918,4.333471205357035,10,80.0,2.0,False
27.5,27.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369942.60739874473,25508.38838059406,-7042.755395822622,-63.05266419616424,-184.2146317187514,4.8827887399552345,10,80.0,2.0,False
27.5,27.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,370764.1972656334,27622.244523345085,-7574.858783251461,44.363309845109335,34.29213774735402,4.255637173431151,10,80.0,2.0,False
30.0,30.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,-80937.29326272593,28120.16574741733,-7304.060332158927,-47.29410103291862,36.20911780458218,1.663273976487655,10,150.0,4.0,False
30.0,30.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,369589.4777643135,25999.736982308597,-6980.558167478207,-78.30317215817175,-171.92043620345453,-0.3552184902411737,10,150.0,4.0,False
30.0,31.5,RADAR_C,RADAR_C-HEDEF_2,HEDEF_2,371489.89562195854,28903.68169815398,-6167.208792600179,48.586306107946456,42.46700107268231,-5.064406907377927,10,300.0,7.0,False
30.0,30.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80103.10701463989,-405605.7428130983,-7144.603193922819,-18.410175122112413,-33.49960713338749,2.1491339756118135,10,80.0,2.0,False
30.0,30.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369573.55392723513,25028.706688400394,-7005.158833248627,-79.58356397816252,-166.76314724377096,5.039573978294688,10,80.0,2.0,False
30.0,30.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,370902.0963152644,28184.83007597954,-7306.612214669166,50.09856926544382,32.80155633495425,1.9530155839877241,10,80.0,2.0,False
30.0,30.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,-79954.65749638897,-405658.42538603133,-6570.242194748774,-24.1173902245178,-36.67457119352501,6.07437867167469,10,150.0,4.0,False
30.0,31.5,RADAR_C,RADAR_C-HEDEF_1,HEDEF_1,-81199.11683481613,28004.75671786787,-7137.39892296077,-35.98991244373555,34.70661529270613,7.017558285167338,10,300.0,7.0,False
30.0,31.5,RADAR_C,RADAR_C-HEDEF_4,HEDEF_4,369670.2721124182,24806.43452533252,-7050.30341459693,-76.28484708665631,-164.6463811065774,-8.436785095540923,10,300.0,7.0,False
30.0,31.5,RADAR_C,RADAR_C-HEDEF_3,HEDEF_3,-80224.0694383999,-405891.8974554173,-7842.523873736303,-16.56970488691544,-43.206306612297624,3.3814364315787473,10,300.0,7.0,False
30.0,30.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-81066.85686586714,28126.111176783856,-7251.429903456853,-43.62874837672492,32.780218356119875,2.020328264265684,10,80.0,2.0,False
32.5,32.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80063.74629997635,-405782.78314633464,-6846.945313254343,-21.446528466752728,-40.063975131975155,2.4336410198711693,10,80.0,2.0,False
32.5,32.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369184.32612134574,25093.501389093675,-7088.019398509715,-93.0475461770191,-155.55264565525425,5.245795305838025,10,80.0,2.0,False
32.5,32.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,371104.7345284806,28507.574951573526,-6914.370997059071,50.39779664538252,36.03462079134157,0.3036892361356167,10,80.0,2.0,False
32.5,32.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-81135.55518817712,28124.574494903547,-7335.795783914623,-46.48998572438026,37.11954009527012,7.744122777348062,10,80.0,2.0,False
35.0,35.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,368954.3989758971,24053.119178478362,-7265.843075816867,-102.03181026076228,-142.01793402045732,4.449304141746702,10,150.0,4.0,False
35.0,35.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80321.02531493494,-405777.32695743535,-7617.243128562905,-25.72081417208144,-37.64776412393901,5.271121391648059,10,80.0,2.0,False
35.0,35.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,-81142.63628389181,28580.325165872528,-7369.837040127286,-45.23297702499824,46.67666652421049,5.8676317287950255,10,150.0,4.0,False
35.0,35.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-81440.61862807012,28324.218250252994,-7178.131368638118,-54.133861552763236,37.85302078636525,3.2067762944776756,10,80.0,2.0,False
35.0,35.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,-80419.63325318921,-405885.80790925777,-7707.106877004462,-18.39247529407873,-37.96536190531858,10.584555588736615,10,150.0,4.0,False
35.0,35.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,370954.17516788805,28173.65233643379,-7277.754638270151,54.02646241545405,41.151111461244426,9.61498156969531,10,150.0,4.0,False
35.0,35.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,371211.7888593836,28113.398505125817,-7201.058503124262,53.844031449505,38.349042013357035,1.5384702752175738,10,80.0,2.0,False
35.0,35.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,369137.9236362972,24925.326610380966,-7753.176632135166,-102.35425623086469,-133.79616433520215,4.778022982255004,10,80.0,2.0,False
37.5,37.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,371379.2306914287,29091.861925386987,-6995.620661540498,51.70619375270708,40.44982536611723,4.591626385441511,10,80.0,2.0,False
37.5,37.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-81465.87515161114,28430.02484264001,-7180.569843523925,-52.454876063218656,39.57989870272004,2.0042443508288086,10,80.0,2.0,False
37.5,37.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,368512.53142516676,24227.228829061398,-6923.745617325725,-115.66664884341479,-118.2240740571502,3.2614736411332457,10,80.0,2.0,False
37.5,37.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80258.24378195425,-405916.26759260875,-6887.911370946629,-27.008487550195944,-43.63157934165547,3.623520338770448,10,80.0,2.0,False
40.0,40.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,-80192.95655388424,-406149.78029818996,-7529.030802857782,-27.597121647169363,-42.304572639139415,13.231349667845407,10,150.0,4.0,False
40.0,40.8,RADAR_B,RADAR_B-CL-40-0,CLUTTER,197005.56772860576,270217.2043778886,-432.43006172885,9.893961158914378,-13.109588409686111,4.1127012508084775,2,1000.0,15.0,True
40.0,40.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,-81571.58090766841,28730.62503736534,-7189.3241274860375,-48.28645403431446,40.287883141719526,1.383119021745916,10,150.0,4.0,False
40.0,40.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,368553.8835465497,24238.332102528657,-7133.812916721407,-119.73943833513766,-107.04830221513933,7.64553229528034,10,150.0,4.0,False
40.0,40.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,371426.33324757917,29430.152273906875,-7405.05954967891,56.084915477035956,41.020225783835755,4.248249726834761,10,150.0,4.0,False
40.0,40.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-81595.00689025808,28518.460961908662,-7215.740117511024,-52.155330581811214,44.765690619870014,2.7178551556114066,10,80.0,2.0,False
40.0,40.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,371767.52486026904,28119.714106881886,-6878.482433761184,53.94195473001409,44.13229321593417,5.816924702432359,10,80.0,2.0,False
40.0,40.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80407.66334102734,-406194.18428894965,-6896.236954679048,-29.74452194281524,-42.341322828899614,5.581357613690516,10,80.0,2.0,False
40.0,40.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,368529.24721195037,23730.560468185235,-7333.7459977334565,-127.10443011440583,-103.26954537065997,6.0041717059619515,10,80.0,2.0,False
40.0,41.5,RADAR_C,RADAR_C-HEDEF_2,HEDEF_2,372030.023339376,28991.35419799058,-7338.719002079569,45.68729728402313,50.61793388079465,4.073651731259709,10,300.0,7.0,False
40.0,41.5,RADAR_C,RADAR_C-HEDEF_3,HEDEF_3,-80456.41348728616,-406208.2082900704,-7711.992761690687,-37.82454160880947,-35.784028623465815,13.919282746085617,10,300.0,7.0,False
42.5,42.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,371683.94451390376,29165.902301811817,-7612.079359816164,58.148946044100946,47.0593449312438,6.580376168240381,10,80.0,2.0,False
42.5,42.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,367932.64617277216,24425.96178358755,-7608.52847048454,-136.60020951088512,-88.88828982191279,9.954079176536819,10,80.0,2.0,False
42.5,42.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-81006.89493294591,-406204.88501900365,-6981.734810097406,-29.95531009605633,-45.91070910284557,7.023983532672741,10,80.0,2.0,False
42.5,42.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-81708.45601028053,28843.35842384097,-7218.533840569776,-57.16571381340215,42.62493052292109,4.360979523208533,10,80.0,2.0,False
45.0,45.8,RADAR_B,RADAR_B-HEDEF_2,HEDEF_2,371780.6639630059,28484.216423295824,-6601.2221388702,62.37949213059344,43.71906745128777,5.074859472025756,10,150.0,4.0,False
45.0,45.3,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-82044.48620268093,28759.233286407147,-7150.462195995069,-65.26661443852007,43.27702193221854,8.978777920700555,10,80.0,2.0,False
45.0,45.3,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80813.76838531996,-406305.52303058153,-7298.54226363031,-33.859663569163764,-47.65013015546115,5.858921497306385,10,80.0,2.0,False
45.0,45.3,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,367860.70321453863,23686.378480332292,-6933.974272975931,-147.55840028704483,-71.39262238836021,8.032140094455105,10,80.0,2.0,False
45.0,45.3,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,371879.9362373727,29274.596114102205,-7523.052816145317,63.93116970155713,45.479963308211104,4.305321355142253,10,80.0,2.0,False
45.0,45.8,RADAR_B,RADAR_B-HEDEF_4,HEDEF_4,367872.8630646151,23728.423011235096,-7102.76112900337,-150.99484537442635,-68.46008764650307,10.837064180525081,10,150.0,4.0,False
45.0,45.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,-82005.33067112727,28862.161240315523,-7055.4147560957745,-60.190737353004,50.506617057439385,8.265533650813609,10,150.0,4.0,False
45.0,45.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,-79311.39663934062,-406564.20391314046,-7891.122102973128,-26.686746010067644,-39.46115882858099,-0.7795377721969503,10,150.0,4.0,False
47.5,47.8,RADAR_A,RADAR_A-CL-47-0,CLUTTER,391425.99886319676,-492033.5082082633,2728.5439748318095,-5.343959565921389,11.062733527006298,-4.668088400049385,2,1000.0,15.0,True
47.5,47.8,RADAR_A,RADAR_A-HEDEF_3,HEDEF_3,-80377.88268448958,-406506.90072375623,-7306.588281437545,-37.549881372111756,-45.45985631673655,6.360742038529103,10,80.0,2.0,False
47.5,47.8,RADAR_A,RADAR_A-HEDEF_1,HEDEF_1,-82155.10408929098,28838.29730283478,-7141.520894065563,-64.23453098970984,46.59945108251682,8.232527827634256,10,80.0,2.0,False
47.5,47.8,RADAR_A,RADAR_A-HEDEF_4,HEDEF_4,367282.141831097,23717.23990518076,-6895.380056026468,-164.36535103726231,-56.49255193743136,2.4910770575027694,10,80.0,2.0,False
47.5,47.8,RADAR_A,RADAR_A-HEDEF_2,HEDEF_2,372138.4050923092,29150.748139179967,-6888.965368424469,64.02359905657244,47.25153465657487,4.602036821548303,10,80.0,2.0,False
50.0,50.8,RADAR_B,RADAR_B-HEDEF_1,HEDEF_1,-82154.82392732536,29077.48153604074,-7219.988963906116,-64.30869981206894,47.019613154380664,5.298130064648939,10,150.0,4.0,False
50.0,50.8,RADAR_B,RADAR_B-HEDEF_3,HEDEF_3,-80867.01409400134,-406557.714524617,-6461.107924777726,-35.77028057534101,-45.049518744202295,5.830044978853321,10,150.0,4.0,False
