time,sensor,local_track_id,true_target,x,y,vx,vy,track_quality,sigma_pos_m,sigma_vel_mps
18.43,RADAR_B,RADAR_B-T2174,TARGET_2_MANEUVER,27541.771106503493,22837.632700168764,-52.24581070022421,143.1055201797914,9,160.417320008009,2.6736220001334834
20.01,RADAR_A,RADAR_A-T3964,TARGET_2_MANEUVER,27409.69669373099,22970.202896396237,-58.96439369924732,141.74420202166795,14,39.671283813750286,0.6611880635625048
20.52,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,2621.155669497545,912.1420134891476,117.80486641342432,39.3789360740135,13,52.46035864770422,0.8743393107950702
21.15,RADAR_B,RADAR_B-T5063,TARGET_1_LINEAR,2556.078817071803,911.2988152466418,113.11824528959903,42.38390110303629,8,212.13203435596427,3.5355339059327378
22.0,RADAR_A,RADAR_A-T3964,TARGET_2_MANEUVER,27236.447374933043,23350.596386294976,-61.36384305459028,135.414917479087,13,52.46035864770422,0.8743393107950702
22.65,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,2856.3021319828918,932.001057220086,118.60095670773087,37.038900024063125,13,52.46035864770422,0.8743393107950702
23.68,RADAR_A,RADAR_A-T3964,TARGET_2_MANEUVER,27260.953354844758,23535.491035030747,-68.30840856744857,135.1083788831323,12,69.3723258961401,1.1562054316023351
24.07,RADAR_B,RADAR_B-T2174,TARGET_2_MANEUVER,27362.17720850977,23509.044101950054,-69.75287033785149,136.3610845568126,10,121.30990322456422,2.021831720409404
24.7,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,2971.3908741042164,842.603587968973,117.71510071748305,36.31016658073006,12,69.3723258961401,1.1562054316023351
25.01,RADAR_C,RADAR_C-T4074,TARGET_1_LINEAR,3056.0511089518955,1037.470754573915,112.46035657304358,29.554308771310097,8,212.13203435596427,3.5355339059327378
25.7,RADAR_A,RADAR_A-T3964,TARGET_2_MANEUVER,27039.2730678461,23785.905987351125,-72.49257728035074,131.2638792151018,13,52.46035864770422,0.8743393107950702
26.93,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,3376.674559773329,1052.505944057869,118.70648751801627,38.602803933344056,13,52.46035864770422,0.8743393107950702
27.23,RADAR_B,RADAR_B-T5063,TARGET_1_LINEAR,3509.2340198964157,915.8067797913297,121.34193546027836,38.613728114433044,8,212.13203435596427,3.5355339059327378
27.58,RADAR_A,RADAR_A-T3964,TARGET_2_MANEUVER,27004.560313344107,24072.10639153274,-76.41659274037161,131.18825865660378,12,69.3723258961401,1.1562054316023351
27.84,RADAR_B,RADAR_B-T2174,TARGET_2_MANEUVER,26724.20762811075,24402.67180826542,-79.02793165679442,123.2472507785152,8,212.13203435596427,3.5355339059327378
28.56,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,3528.222841110366,1102.7026616795633,116.85417503182923,36.07073344290922,12,69.3723258961401,1.1562054316023351
29.44,RADAR_A,RADAR_A-T3964,TARGET_2_MANEUVER,26673.742999049566,24305.61677438213,-82.69762129213012,126.2062609677716,13,52.46035864770422,0.8743393107950702
30.2,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,3661.6375405305694,1101.2194649271655,120.4803657914053,36.53768587239595,12,69.3723258961401,1.1562054316023351
31.33,RADAR_C,RADAR_C-T6204,TARGET_2_MANEUVER,26690.880863840306,24371.90539427418,-88.6041892747327,126.3446609536268,7,280.51833803078955,4.6753056338464924
31.49,RADAR_A,RADAR_A-T3964,TARGET_2_MANEUVER,26591.313808552324,24544.89470701022,-86.4608912102753,123.29251846265295,14,39.671283813750286,0.6611880635625048
31.86,RADAR_B,RADAR_B-T5063,TARGET_1_LINEAR,3975.285092418205,1309.274126002139,119.23324984391266,39.75856204298649,12,69.3723258961401,1.1562054316023351
31.91,RADAR_B,RADAR_B-T2174,TARGET_2_MANEUVER,26425.81476696847,24494.443282638647,-87.26357083037335,122.83485120164848,10,121.30990322456422,2.021831720409404
32.46,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,3987.358827695874,1192.986868889401,119.01309117326635,35.99178013278202,13,52.46035864770422,0.8743393107950702
33.56,RADAR_A,RADAR_A-T3964,TARGET_2_MANEUVER,26379.850150399485,24963.49978719808,-91.89573536122214,121.04772102254044,13,52.46035864770422,0.8743393107950702
34.46,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,4286.618059994665,1354.5034333003402,118.4530795766522,38.80871769220915,12,69.3723258961401,1.1562054316023351
35.38,RADAR_A,RADAR_A-T3964,TARGET_2_MANEUVER,26184.038274817558,25042.41489684602,-93.31441121756555,113.95167676822845,14,39.671283813750286,0.6611880635625048
36.05,RADAR_B,RADAR_B-T5063,TARGET_1_LINEAR,4377.7440920389745,1524.997642419873,119.22270586185512,45.577149430970614,8,212.13203435596427,3.5355339059327378
36.08,RADAR_C,RADAR_C-T4074,TARGET_1_LINEAR,4436.993850351405,1464.5555636730323,120.30252943406713,37.41963888916228,8,212.13203435596427,3.5355339059327378
36.26,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,4504.133431162281,1494.693018212988,118.06973272482571,38.644008598717726,12,69.3723258961401,1.1562054316023351
37.54,RADAR_B,RADAR_B-T2174,TARGET_2_MANEUVER,25931.10436349979,25360.73600313779,-101.71233437767489,112.33529434402688,9,160.417320008009,2.6736220001334834
39.05,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,4859.932702678865,1543.0720883538681,116.79602423642439,39.16415641620872,14,39.671283813750286,0.6611880635625048
39.43,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,25825.547667566632,25464.660761973646,-102.00683798349135,108.7169387433206,13,52.46035864770422,0.8743393107950702
40.22,RADAR_C,RADAR_C-T6204,TARGET_2_MANEUVER,26220.829245820198,25749.838991958448,-114.57525279459524,109.62810014025985,6,370.9507534326998,6.1825125572116635
40.29,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,4912.283601093482,1599.105570995947,116.10107556634131,37.05991947719979,12,69.3723258961401,1.1562054316023351
41.18,RADAR_B,RADAR_B-T5063,TARGET_1_LINEAR,4950.442835970228,1462.8186690024556,117.25947144595278,38.80727510140989,9,160.417320008009,2.6736220001334834
41.22,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,25686.409550599714,25558.266101549216,-108.08585885032797,105.79165689541215,13,52.46035864770422,0.8743393107950702
42.31,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,5194.627927058367,1649.1469038761022,115.60728447742395,40.03415220690941,12,69.3723258961401,1.1562054316023351
42.42,RADAR_B,RADAR_B-T2174,TARGET_2_MANEUVER,25364.97612941969,25820.18364864976,-108.27699066181671,102.1152362865905,10,121.30990322456422,2.021831720409404
42.84,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,25476.75708679439,25819.433949834176,-111.60264040049282,101.41498541622158,13,52.46035864770422,0.8743393107950702
44.65,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,5280.102794376761,1782.5069910459326,117.20027928996453,38.42023068403394,12,69.3723258961401,1.1562054316023351
44.89,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,25226.826061638592,26080.298135474193,-114.52104318132294,99.18817814119927,13,52.46035864770422,0.8743393107950702
46.56,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,5655.079807681259,1846.842094725979,117.74050370621688,40.18442644175489,12,69.3723258961401,1.1562054316023351
46.65,RADAR_B,RADAR_B-T5063,TARGET_1_LINEAR,5699.739403973403,1862.8570770292536,117.54715643844699,40.56923419388585,12,69.3723258961401,1.1562054316023351
47.05,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,25011.13343931963,26283.936039501823,-117.65241555410914,91.56411974535574,13,52.46035864770422,0.8743393107950702
47.22,RADAR_C,RADAR_C-T4074,TARGET_1_LINEAR,6178.239379490362,1786.7650924455272,111.92772346351491,39.65484526876922,6,370.9507534326998,6.1825125572116635
47.32,RADAR_B,RADAR_B-T2174,TARGET_2_MANEUVER,24976.810421455615,26394.816410475247,-118.14349347472125,92.44246258556137,10,121.30990322456422,2.021831720409404
48.84,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,5852.961244371568,1969.618428577866,117.73151928169469,39.70801827644859,14,39.671283813750286,0.6611880635625048
49.06,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,24718.85094377507,26508.141947222823,-119.78595154769458,88.63347962120453,13,52.46035864770422,0.8743393107950702
50.53,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,6156.146485951512,1986.701004321546,117.22930616849501,38.726845209626255,14,39.671283813750286,0.6611880635625048
50.76,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,24570.538760557574,26629.550792897215,-123.32727628905026,84.49051993206625,13,52.46035864770422,0.8743393107950702
51.51,RADAR_B,RADAR_B-T5063,TARGET_1_LINEAR,6131.923281881009,2103.019759329002,116.49856034789227,37.183295377525894,12,69.3723258961401,1.1562054316023351
51.74,RADAR_B,RADAR_B-T2174,TARGET_2_MANEUVER,24532.321012951685,26805.05760338761,-126.09051148966557,81.91283804510132,11,91.73630764819175,1.528938460803196
52.52,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,6331.499254044619,2095.6439144720634,118.10393223135189,37.39952639447696,13,52.46035864770422,0.8743393107950702
52.96,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,24302.61242945007,26796.595403395197,-130.7871152081773,83.43043186858175,14,39.671283813750286,0.6611880635625048
54.69,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,6594.157129115425,2198.7342363116795,116.98496103206786,37.139771240396,12,69.3723258961401,1.1562054316023351
55.19,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,24033.52845066448,26961.36522853013,-130.44352634740102,74.41545730257558,14,39.671283813750286,0.6611880635625048
55.7,RADAR_C,RADAR_C-T2269,TARGET_2_MANEUVER,23893.61471987852,26657.431525952445,-132.40970613392972,77.68876796665447,9,160.417320008009,2.6736220001334834
56.98,RADAR_A,RADAR_A-T7034,TARGET_2_MANEUVER,23723.04918274745,27152.57153717464,-132.78042908544737,72.90478186860979,13,52.46035864770422,0.8743393107950702
57.05,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,6861.947319738276,2289.3468644586287,115.47250305237637,39.731766291553726,13,52.46035864770422,0.8743393107950702
57.17,RADAR_B,RADAR_B-T2174,TARGET_2_MANEUVER,23784.711754179407,26935.792859070043,-131.97846484673568,72.91489367140431,11,91.73630764819175,1.528938460803196
59.41,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,7161.23038400672,2353.9400600824943,118.12784428941148,38.07140016911085,13,52.46035864770422,0.8743393107950702
59.93,RADAR_B,RADAR_B-T3743,TARGET_1_LINEAR,7280.045083244539,2369.1496952340317,117.96502261574038,38.00485624733452,10,121.30990322456422,2.021831720409404
60.93,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,7303.820485441303,2444.032860382787,117.21672296612405,38.298951569812736,13,52.46035864770422,0.8743393107950702
61.2,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,23763.592925051107,26969.06832775764,130.08487725961072,-70.63444020562879,11,91.73630764819175,1.528938460803196
63.02,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,23917.127757353133,27105.860852976763,133.89383945884393,-78.30889610801874,10,121.30990322456422,2.021831720409404
63.19,RADAR_C,RADAR_C-T4074,TARGET_1_LINEAR,7738.936142296454,2566.964106349601,118.84577637193657,40.51090337751797,9,160.417320008009,2.6736220001334834
63.32,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,7675.62285177699,2576.8004879679147,117.75609238461904,38.20184599767123,13,52.46035864770422,0.8743393107950702
63.64,RADAR_B,RADAR_B-T3743,TARGET_1_LINEAR,7712.612593796202,2510.109191535583,116.02552744938822,40.101764401870305,9,160.417320008009,2.6736220001334834
65.29,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,24388.815494925595,26681.04044711291,124.33359617888634,-80.67096859175422,11,91.73630764819175,1.528938460803196
65.46,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,7810.973994657218,2632.8196891366842,118.35779081904548,38.69735075891186,12,69.3723258961401,1.1562054316023351
66.42,RADAR_C,RADAR_C-T2269,TARGET_2_MANEUVER,23977.87709735268,27135.848418984086,122.54911285196339,-89.14523377298532,6,370.9507534326998,6.1825125572116635
66.47,RADAR_B,RADAR_B-T2340,TARGET_2_MANEUVER,23914.1651153431,26500.192882395466,124.5338846470837,-89.44575565103803,8,212.13203435596427,3.5355339059327378
67.34,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,24464.536822277827,26604.739253175005,125.02134554838074,-83.09028263879263,14,39.671283813750286,0.6611880635625048
67.49,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,8040.6485854525035,2500.0415661697175,114.94349378711397,37.44170148699282,12,69.3723258961401,1.1562054316023351
69.54,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,24703.662695546303,26417.248729916297,118.48934001531507,-91.24104109738296,12,69.3723258961401,1.1562054316023351
69.87,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,8380.32410657513,2782.745827785799,117.57949230781735,38.298489615433866,13,52.46035864770422,0.8743393107950702
70.08,RADAR_B,RADAR_B-T3743,TARGET_1_LINEAR,8354.872958455282,3074.5683927712776,115.61271234182735,40.55103606701135,8,212.13203435596427,3.5355339059327378
71.72,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,8573.661267980773,2818.0650026007215,115.85291772640194,40.263147295987565,13,52.46035864770422,0.8743393107950702
71.75,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,25073.233477807775,26040.35495008232,114.06837121027914,-96.39806112712779,12,69.3723258961401,1.1562054316023351
72.19,RADAR_B,RADAR_B-T2340,TARGET_2_MANEUVER,25239.979326057935,26330.62190170815,114.22701854438021,-98.61577612385192,10,121.30990322456422,2.021831720409404
73.36,RADAR_C,RADAR_C-T2269,TARGET_2_MANEUVER,24686.087805199084,25888.34850686045,110.94073356985318,-94.26576812533361,8,212.13203435596427,3.5355339059327378
73.62,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,8832.410264468062,2901.7126680097335,115.71921176497513,40.406198690914614,14,39.671283813750286,0.6611880635625048
73.89,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,25403.884313844916,25994.2659556001,111.33807112910608,-100.93773604088818,13,52.46035864770422,0.8743393107950702
75.78,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,9034.834538990268,2940.633206523497,114.59563503044623,37.93170113789135,13,52.46035864770422,0.8743393107950702
75.82,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,25615.736881406207,25760.13266200633,106.17154093328938,-100.41698334667272,13,52.46035864770422,0.8743393107950702
75.93,RADAR_B,RADAR_B-T3743,TARGET_1_LINEAR,9127.946312213484,2971.5454493514203,116.42968997047403,37.724000561550795,11,91.73630764819175,1.528938460803196
77.07,RADAR_B,RADAR_B-T2340,TARGET_2_MANEUVER,25673.96683163739,25690.36252408963,104.92195940836159,-103.96600779603175,12,69.3723258961401,1.1562054316023351
77.3,RADAR_C,RADAR_C-T4074,TARGET_1_LINEAR,9048.777441245564,3300.589633006602,114.08091315357268,38.84865755471178,9,160.417320008009,2.6736220001334834
77.89,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,25716.09022244015,25590.00408168693,103.76162963039665,-106.21552821512711,13,52.46035864770422,0.8743393107950702
78.39,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,9299.350643391746,3099.2039936889514,116.57258472752704,39.39833087781022,13,52.46035864770422,0.8743393107950702
79.66,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,25968.21673814178,25389.35433851788,99.97123587091974,-109.5039506562565,12,69.3723258961401,1.1562054316023351
80.37,RADAR_B,RADAR_B-T3743,TARGET_1_LINEAR,9454.210510799321,3064.7082830303184,113.96244572678114,41.818868577021114,10,121.30990322456422,2.021831720409404
81.02,RADAR_B,RADAR_B-T2340,TARGET_2_MANEUVER,26033.076310736986,25025.470211790143,100.01880837335564,-114.05437497472244,9,160.417320008009,2.6736220001334834
82.03,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,9857.27908000044,3381.1574791171774,117.09992913303788,40.44226937998872,12,69.3723258961401,1.1562054316023351
82.12,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,26141.436390667084,25115.101805154303,96.66024313737331,-115.64022063413955,14,39.671283813750286,0.6611880635625048
82.48,RADAR_C,RADAR_C-T4074,TARGET_1_LINEAR,9987.733162242797,3399.212690261461,113.12165304909225,40.5012305087564,9,160.417320008009,2.6736220001334834
83.42,RADAR_C,RADAR_C-T2269,TARGET_2_MANEUVER,26821.812367534152,24887.54105418755,83.46505017490904,-126.75876134129939,6,370.9507534326998,6.1825125572116635
84.33,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,26465.149700959002,24766.381347342412,89.5775361330513,-118.23995484639724,13,52.46035864770422,0.8743393107950702
84.51,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,10111.99560235409,3302.179498783103,116.5387550001832,39.14555794816178,14,39.671283813750286,0.6611880635625048
85.19,RADAR_B,RADAR_B-T3743,TARGET_1_LINEAR,10077.569659758616,3217.7665235429,114.10803308834203,37.696025869026045,11,91.73630764819175,1.528938460803196
85.53,RADAR_B,RADAR_B-T2340,TARGET_2_MANEUVER,25964.10758715848,24367.114989986116,95.23594571628018,-116.0871371117599,8,212.13203435596427,3.5355339059327378
86.35,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,10293.342569575201,3407.399886915299,116.5312756704538,40.09131815958493,14,39.671283813750286,0.6611880635625048
86.8,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,26536.7604888457,24458.17317869203,86.67797534357607,-124.84420084396504,12,69.3723258961401,1.1562054316023351
88.06,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,10497.294513271967,3658.832958835996,116.90118171306185,39.20366059768951,12,69.3723258961401,1.1562054316023351
89.01,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,26691.353646846674,24311.166889790693,78.56196007745203,-125.85422864928528,13,52.46035864770422,0.8743393107950702
90.23,RADAR_B,RADAR_B-T2340,TARGET_2_MANEUVER,26704.000948594476,24402.37169157885,72.95862341830285,-130.7923388160451,9,160.417320008009,2.6736220001334834
90.29,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,10765.779678654331,3562.422160022635,114.85864691403034,41.729037096662815,12,69.3723258961401,1.1562054316023351
91.06,RADAR_C,RADAR_C-T4074,TARGET_1_LINEAR,10561.772345462787,3550.4481870071977,114.77137165939514,38.94922739479039,8,212.13203435596427,3.5355339059327378
91.77,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,27040.204687624002,24011.57895284294,73.3805566816146,-129.6718371500158,12,69.3723258961401,1.1562054316023351
92.04,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,10985.236484610223,3611.7509552152437,116.17383927787402,43.177105422925756,14,39.671283813750286,0.6611880635625048
93.28,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,27059.92124127504,23754.934554568932,70.2273559014006,-132.70043700273615,12,69.3723258961401,1.1562054316023351
93.74,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,11217.115804832913,3729.6433563909363,116.02649102218692,42.639396947487924,13,52.46035864770422,0.8743393107950702
94.93,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,27243.617688456212,23483.297530105432,64.8605170136291,-134.1142607053046,13,52.46035864770422,0.8743393107950702
95.3,RADAR_B,RADAR_B-T2340,TARGET_2_MANEUVER,27572.814068796113,23438.93874743423,65.13968131844176,-136.578081417,8,212.13203435596427,3.5355339059327378
95.51,RADAR_B,RADAR_B-T3765,TARGET_1_LINEAR,11198.980862754883,3959.591218389364,108.63135463237519,45.00087226388317,8,212.13203435596427,3.5355339059327378
95.98,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,11393.805353213333,3859.7077308834496,114.92826543114211,41.61710415494749,14,39.671283813750286,0.6611880635625048
96.37,RADAR_C,RADAR_C-T2269,TARGET_2_MANEUVER,26903.44245991087,23057.532129330077,67.09915416657115,-141.5468003587812,5,490.536420678438,8.1756070113073
96.77,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,27280.00005149513,23264.479490187223,58.85130311587087,-137.51641300642495,14,39.671283813750286,0.6611880635625048
98.3,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,27363.276995104392,22985.40053669809,56.64258464908298,-138.73435498286935,14,39.671283813750286,0.6611880635625048
98.45,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,11617.618001303737,3825.090442068586,116.63864935519288,43.08333181850599,13,52.46035864770422,0.8743393107950702
99.54,RADAR_B,RADAR_B-T3765,TARGET_1_LINEAR,11860.513136389447,3993.49084442559,116.21554665267253,41.993339105290964,12,69.3723258961401,1.1562054316023351
100.04,RADAR_C,RADAR_C-T4074,TARGET_1_LINEAR,12203.618115550209,3758.8180180526288,116.74733610734985,41.78159275531896,7,280.51833803078955,4.6753056338464924
100.22,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,11867.572767684127,3966.3803217207696,114.35378781287748,40.2263611724884,13,52.46035864770422,0.8743393107950702
100.34,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,27520.56683756084,22712.718094544678,52.852807408624514,-142.84793426355665,12,69.3723258961401,1.1562054316023351
100.79,RADAR_B,RADAR_B-T2340,TARGET_2_MANEUVER,27239.1687383551,22591.66610486745,52.31868219107862,-139.64661487625412,8,212.13203435596427,3.5355339059327378
102.23,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,12195.125412224806,4178.929824398247,117.76973159435435,44.06258241284717,12,69.3723258961401,1.1562054316023351
102.33,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,27653.142396863856,22374.302474353655,44.73496105486354,-143.4855582346872,13,52.46035864770422,0.8743393107950702
103.85,RADAR_B,RADAR_B-T3765,TARGET_1_LINEAR,12166.843024314303,4323.042241746126,116.62402985308087,47.17805955662714,11,91.73630764819175,1.528938460803196
104.37,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,27660.534209882648,22168.80432607687,41.54790642729419,-144.22134775396017,14,39.671283813750286,0.6611880635625048
104.59,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,12378.047481635773,4176.956967581497,116.90352038872594,42.40534616897758,13,52.46035864770422,0.8743393107950702
106.19,RADAR_C,RADAR_C-T2269,TARGET_2_MANEUVER,28248.880989667792,21423.79053217035,45.2117193685724,-155.4606203929599,6,370.9507534326998,6.1825125572116635
106.44,RADAR_A,RADAR_A-T2695,TARGET_2_MANEUVER,27803.163356065583,21893.81313168242,37.065315606224395,-147.45101086115025,13,52.46035864770422,0.8743393107950702
106.73,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,12599.733866748755,4317.560754217219,116.92896027799257,41.889567029302206,13,52.46035864770422,0.8743393107950702
108.21,RADAR_B,RADAR_B-T3765,TARGET_1_LINEAR,12967.772238232605,4303.017294090704,118.41318151806212,43.96764643674079,9,160.417320008009,2.6736220001334834
108.97,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,12867.543139386182,4398.185934845571,115.41584438263281,44.22039556930806,14,39.671283813750286,0.6611880635625048
110.1,RADAR_A,RADAR_A-T1584,TARGET_2_MANEUVER,27948.846027034022,21353.024624347472,24.605601187430437,-146.19882685799803,14,39.671283813750286,0.6611880635625048
110.68,RADAR_B,RADAR_B-T1215,TARGET_2_MANEUVER,27702.8587403873,21259.122201005,27.586947160011228,-150.12337257969074,11,91.73630764819175,1.528938460803196
111.16,RADAR_A,RADAR_A-T5875,TARGET_1_LINEAR,13194.321991832585,4408.0109640853325,118.58741090317909,44.07796492838366,13,52.46035864770422,0.8743393107950702
