time,x,y,z,vx,vy,vz,callsign,lat,lon,alt_m,time_unix
198.0,-86573.27704249967,41742.57546236725,-5182.0,136.25729513188915,44.56622059958593,16.944444444444446,PGT549U,50.2342,14.162,2438.0,1782902338.0
204.0,-85705.89553035748,41876.00937434041,-5182.0,144.2449879237567,22.856734921394178,16.944444444444446,PGT549U,50.2354,14.1741,2438.0,1782902344.0
209.0,-84981.8828631973,41876.00937434041,-5182.0,159.53766472185347,-1.4825990219240037,20.333333333333332,PGT549U,50.2354,14.1842,2438.0,1782902349.0
214.0,-84035.64848631484,41742.57546236725,-4877.0,154.0191020380183,-23.192084700153412,20.333333333333332,PGT549U,50.2342,14.1974,2743.0,1782902354.0
221.0,-83139.59320517615,41442.34916042645,-4877.0,160.7096481371818,-51.36146611676184,20.333333333333332,PGT549U,50.2315,14.2099,2743.0,1782902361.0
226.0,-82315.22234652852,41019.80843917732,-4877.0,136.65554192350422,-65.94035649905864,0.0,PGT549U,50.2277,14.2214,2743.0,1782902366.0
232.0,-81612.71500611576,40597.26771792819,-4877.0,140.0296988063296,-80.44050077942839,3.91025641025641,PGT549U,50.2239,14.2312,2743.0,1782902372.0
258.0,-78021.32543931168,38351.13019970781,-4572.0,132.861256557222,-78.21660224653351,3.91025641025641,PGT549U,50.2037,14.2813,3048.0,1782902398.0
264.0,-77161.11236941846,37884.11150780097,-4572.0,146.4016474722047,-79.4521014314703,20.799145299145298,PGT549U,50.1995,14.2933,3048.0,1782902404.0
270.0,-76214.87799253601,37439.33180122297,-4268.0,156.51098910556468,-73.63575142236571,16.88888888888889,PGT549U,50.1955,14.3065,3352.0,1782902410.0
280.0,-74530.29406399518,36749.923256026734,-4268.0,159.43146557742224,-68.28192162098829,22.537037037037035,PGT549U,50.1893,14.33,3352.0,1782902420.0
298.0,-71791.94912483523,35637.97398958058,-3963.0,158.88840177067436,-66.14787757428306,10.269360269360268,PGT549U,50.1793,14.3682,3657.0,1782902438.0
320.0,-68358.2652875116,34147.96197254381,-3658.0,159.18044941785945,-65.90077773729574,12.528619528619528,PGT549U,50.1659,14.4161,3962.0,1782902460.0
365.0,-60738.21117670788,31078.981997154027,-3353.0,163.6275385909188,-66.93036039140604,11.116582491582491,PGT549U,50.1383,14.5224,4267.0,1782902505.0
389.0,-56766.894170701,29522.253024129885,-3048.0,170.36152979462807,-67.60426903773515,11.101430976430976,PGT549U,50.1243,14.5778,4572.0,1782902529.0
411.0,-52888.766913932566,27987.76303643539,-2744.0,169.41780557934143,-65.42529774793299,13.46338383838384,PGT549U,50.1105,14.6319,4876.0,1782902551.0
433.0,-49225.69292463744,26631.184931371772,-2439.0,173.5709506919204,-64.71929821367563,12.858225108225108,PGT549U,50.0983,14.683,5181.0,1782902573.0
461.0,-44243.625561506116,24874.30509038789,-2134.0,176.59659190096158,-63.00243570993475,13.093434343434344,PGT549U,50.0825,14.7525,5486.0,1782902601.0
482.0,-40351.161420239376,23517.726985324276,-1829.0,180.83248959361654,-63.73069182774507,11.751792114695341,PGT549U,50.0703,14.8068,5791.0,1782902622.0
513.0,-34795.61867717934,21538.457291051,-1524.0,184.89534894287928,-66.26308146147358,10.323738284467597,PGT549U,50.0525,14.8843,6096.0,1782902653.0
559.0,-26050.11913326533,18302.684925694375,-1220.0,189.00956767732984,-68.91986918247046,8.157907039688984,PGT549U,50.0234,15.0063,6400.0,1782902699.0
597.0,-18537.59165619815,15545.050744909428,-915.0,196.57625671805667,-72.34738305039613,21.822781591660313,PGT549U,49.9986,15.1111,6705.0,1782902737.0
603.0,-17326.124916098608,15100.271038330648,-610.0,200.10853260891926,-75.58653960916307,19.619883040935672,PGT549U,49.9946,15.128,7010.0,1782902743.0
608.0,-16322.543001223277,14699.96930241038,-610.0,198.32690222536723,-84.13749449439308,16.944444444444446,PGT549U,49.991,15.142,7010.0,1782902748.0
614.0,-15168.423799116606,14110.636191194406,-610.0,193.62759008429214,-98.71638487663677,0.0,PGT549U,49.9857,15.1581,7010.0,1782902754.0
619.0,-14229.357864483114,13521.303079978434,-610.0,181.68018633577813,-112.80107558499385,0.0,PGT549U,49.9804,15.1712,7010.0,1782902759.0
624.0,-13404.987005835494,12909.73098343281,-610.0,176.5029780447521,-128.24481539672402,0.0,PGT549U,49.9749,15.1827,7010.0,1782902764.0
630.0,-12344.057552967291,12042.410555605693,-610.0,164.47592493790788,-131.58066319608378,0.0,PGT549U,49.9671,15.1975,7010.0,1782902770.0
636.0,-11433.665387330297,11275.16556175805,-610.0,164.54833344547453,-137.87047722846458,3.080808080808081,PGT549U,49.9602,15.2102,7010.0,1782902776.0
669.0,-5985.649278006905,6616.098135351232,-305.0,164.22973601218584,-140.0943757613857,9.858585858585858,PGT549U,49.9183,15.2862,7315.0,1782902809.0
684.0,-3347.6625303343903,4347.72163180199,0.0,160.07659089960478,-143.00662384016812,9.858585858585858,PGT549U,49.8979,15.323,7620.0,1782902824.0
691.0,-2372.7543844554316,3391.4452626586435,0.0,151.40205169310093,-150.0602010051032,6.777777777777778,PGT549U,49.8893,15.3366,7620.0,1782902831.0
696.0,-1677.4154862918692,2579.722298153281,0.0,136.1890242533263,-159.57354472910234,0.0,PGT549U,49.882,15.3463,7620.0,1782902836.0
702.0,-896.0552811388071,1501.1315097016,0.0,129.43020727559417,-179.27093173470914,0.0,PGT549U,49.8723,15.3572,7620.0,1782902842.0
707.0,-301.0745744626758,522.6161552293931,0.0,116.52701122720246,-183.22452912650644,0.0,PGT549U,49.8635,15.3655,7620.0,1782902847.0
713.0,301.07457446254847,-522.6161552293931,0.0,110.8578510171166,-186.42229172285442,2.980392156862745,PGT549U,49.8541,15.3739,7620.0,1782902853.0
747.0,4150.528062234477,-6960.802407949746,304.0,110.59931703436088,-184.86677799492293,4.647058823529412,PGT549U,49.7962,15.4276,7924.0,1782902887.0
808.0,11361.980964838984,-18614.030720299208,609.0,117.94878055238787,-193.2344770202017,6.187462863933452,PGT549U,49.6914,15.5282,8229.0,1782902948.0
874.0,19440.815379585798,-31768.390542351055,914.0,121.33250647183655,-198.35685533147156,3.5123760123760124,PGT549U,49.5731,15.6409,8534.0,1782903014.0
1207.0,60523.15790923419,-99942.00006812955,1219.0,122.50949711775947,-203.01656076155885,3.4342510123760124,PGT549U,48.96,16.214,8839.0,1782903347.0
1271.0,68315.25463401678,-113063.00141218772,1524.0,121.9608634258111,-205.0080472100034,4.49213757026257,PGT549U,48.842,16.3227,9144.0,1782903411.0
1310.0,73024.92119168193,-121069.03613059546,1828.0,118.93254766829206,-201.47105314697066,7.09159416971917,PGT549U,48.77,16.3884,9448.0,1782903450.0
1345.0,77024.91196668506,-127863.04614857836,2133.0,117.05046434212909,-199.0595511517745,7.16971916971917,PGT549U,48.7089,16.4442,9753.0,1782903485.0
1406.0,84107.33290880563,-139927.6956895129,2438.0,114.6411126506406,-195.74605021919777,5.9453024453024454,PGT549U,48.6004,16.543,10058.0,1782903546.0
1480.0,92508.74722476241,-154383.03615330582,2743.0,114.64490547722893,-197.12167961471906,3.5540085540085546,PGT549U,48.4704,16.6602,10363.0,1782903620.0
1678.0,115139.51940520215,-193634.84525883445,3048.0,113.40679630656916,-196.58783980296718,-1.7436104936104926,PGT549U,48.1174,16.9759,10668.0,1782903818.0
1706.0,118286.46555256142,-199127.87463507627,2743.0,118.17499437917525,-195.10190159405752,-3.117484367484367,PGT549U,48.068,17.0198,10363.0,1782903846.0
1712.0,119053.48887321618,-200273.18237951532,2743.0,128.2639131001466,-189.56087494644166,-3.63095238095238,PGT549U,48.0577,17.0305,10363.0,1782903852.0
1718.0,119920.8703853585,-201362.89266063183,2743.0,142.57235139895624,-178.52963222376516,0.0,PGT549U,48.0479,17.0426,10363.0,1782903858.0
1724.0,120852.76787774263,-202341.40801510404,2743.0,157.78537883873392,-166.79238996681687,0.0,PGT549U,48.0391,17.0556,10363.0,1782903864.0
1729.0,121720.14938988493,-203119.7725016157,2743.0,165.7188741348965,-155.21771339212967,0.6688596491228077,PGT549U,48.0321,17.0677,10363.0,1782903869.0
1881.0,147311.4882192073,-225447.71377184324,3048.0,168.7073707199332,-149.59159726897047,-0.1713607365521234,PGT549U,47.8313,17.4247,10668.0,1782904021.0
2002.0,167189.5785759889,-243138.82660099273,2743.0,164.9462185780332,-146.60659351300708,0.21667997591607002,PGT549U,47.6722,17.702,10363.0,1782904142.0
2264.0,209684.10422871183,-281578.912742016,3048.0,159.48185338989865,-143.6023797054147,-20.78551300654007,PGT549U,47.3265,18.2948,10668.0,1782904404.0
2269.0,210443.95910711752,-282268.32128721225,2743.0,158.394664068075,-144.55219783826007,-19.580895966145906,PGT549U,47.3203,18.3054,10363.0,1782904409.0
2548.0,255368.5866822889,-323855.22385227744,3048.0,157.2590173037337,-145.55701796906467,-20.66528371057757,PGT549U,46.9463,18.9321,10668.0,1782904688.0
2694.0,278551.3289159103,-345716.1464305981,2743.0,159.2073631457961,-149.8337459169343,0.18941714412328645,PGT549U,46.7497,19.2555,10363.0,1782904834.0
2889.0,309325.4514913387,-375104.96554275486,3048.0,156.6577471520521,-149.23762296686184,-1.3571500532316076,PGT549U,46.4854,19.6848,10668.0,1782905029.0
2975.0,322515.38522970094,-387770.06768757023,2743.0,157.0941819921795,-145.3933104344649,-0.6608030212681375,PGT549U,46.3715,19.8688,10363.0,1782905115.0
3038.0,332601.38347419834,-396476.630443839,2743.0,161.83638224928765,-145.6214025916795,6.638342277877161,PGT549U,46.2932,20.0095,10363.0,1782905178.0
3051.0,334837.9374559208,-398444.7806454475,3048.0,161.78775909449445,-141.9364544412407,-4.887820512820514,PGT549U,46.2755,20.0407,10668.0,1782905191.0
3059.0,336063.7410805185,-399534.490926564,2743.0,161.53931155477088,-143.2723480553643,-4.4214596565514,PGT549U,46.2657,20.0578,10363.0,1782905199.0
3277.0,370802.0122197049,-430535.63647506735,3048.0,155.96385647211707,-139.75592729821201,-29.186416921508666,PGT549U,45.9869,20.5424,10668.0,1782905417.0
3283.0,371733.90971208905,-431380.7179175656,2743.0,170.9976728556785,-153.65529312883282,17.41080530071356,PGT549U,45.9793,20.5554,10363.0,1782905423.0
3286.0,372328.89041876525,-431914.4535654599,3048.0,170.5065192109693,-154.1726482921171,14.523809523809526,PGT549U,45.9745,20.5637,10668.0,1782905426.0
3328.0,378959.69949919166,-437952.3380822591,2743.0,171.5729541341368,-155.53221434083852,31.893637510792328,PGT549U,45.9202,20.6562,10363.0,1782905468.0
3567.0,416844.9167857373,-472589.5577320394,3048.0,157.91740752036176,-144.72531785565994,-3.2201509764901406,PGT549U,45.6087,21.1847,10668.0,1782905707.0
3650.0,429905.81856361555,-484665.326765638,2743.0,158.68764307338128,-146.70075886015965,3.1107403544011896,PGT549U,45.5001,21.3669,10363.0,1782905790.0
3676.0,434070.6835103484,-488557.14919819805,3048.0,157.5301803121366,-146.5766919963959,-0.21940509289906926,PGT549U,45.4651,21.425,10668.0,1782905816.0
3711.0,439497.19429292437,-493616.5183605251,2743.0,157.1609818048964,-147.13228443352048,1.463452463452463,PGT549U,45.4196,21.5007,10363.0,1782905851.0
3933.0,474185.2863363671,-526285.5878086969,3048.0,154.38489190080406,-145.5458333958696,-3.01477415164566,PGT549U,45.1258,21.9846,10668.0,1782906073.0
4112.0,501368.0193449916,-552227.3641948724,2743.0,152.9447294883612,-146.2168372635558,0.32820614392084213,PGT549U,44.8925,22.3638,10363.0,1782906252.0
4344.0,536335.6806361494,-586230.7727627783,3048.0,150.35689415905168,-145.34864864711176,-7.3916565759418775,PGT549U,44.5867,22.8516,10668.0,1782906484.0
4358.0,538414.5288883913,-588254.5204277093,2743.0,149.70859442686324,-146.48139463289624,-6.381657385592919,PGT549U,44.5685,22.8806,10363.0,1782906498.0
4588.0,572894.7361066095,-622369.1239222602,3048.0,148.45205713607206,-146.73701515391906,-8.937931331953072,PGT549U,44.2617,23.3616,10668.0,1782906728.0
4636.0,579948.4832797337,-629441.1212568543,2743.0,148.03484621151804,-148.3549307532439,-1.9449860056744128,PGT549U,44.1981,23.46,10363.0,1782906776.0
5014.0,635604.2689018225,-685917.0244996255,2438.0,142.09824807561293,-147.09794462594118,-2.387014991181659,PGT549U,43.6902,24.2364,10058.0,1782907154.0
5021.0,636528.9979519577,-686928.8983320907,2438.0,138.4668661467864,-150.95075129476461,-0.26895943562610347,PGT549U,43.6811,24.2493,10058.0,1782907161.0
5173.0,657209.9538406396,-711080.4363992886,2438.0,134.70750567689868,-154.44094997266896,-0.8543417366946792,PGT549U,43.4639,24.5378,10058.0,1782907313.0
5292.0,673389.1279968806,-730105.8883481729,2133.0,135.4172730424426,-159.4808826234449,-0.23442303750768723,PGT549U,43.2928,24.7635,9753.0,1782907432.0
5456.0,695403.4141438967,-756292.2935729667,2438.0,132.79383771469327,-157.53583204900244,-6.214815194370433,PGT549U,43.0573,25.0706,10058.0,1782907596.0
5473.0,697582.6205876261,-758894.2548564489,2133.0,133.47152658278614,-159.37740068707657,7.347859875657579,PGT549U,43.0339,25.101,9753.0,1782907613.0
5481.0,698686.5606939892,-760217.4744835196,2438.0,134.46853118131276,-160.51496396101405,1.8866713352007458,PGT549U,43.022,25.1164,10058.0,1782907621.0
5502.0,701568.2744781313,-763642.278224172,2133.0,136.11506413488414,-162.44608033411225,22.390873015873012,PGT549U,42.9912,25.1566,9753.0,1782907642.0
5509.0,702500.1719705155,-764754.2274906173,2438.0,134.431566333952,-160.55071226628766,8.142135642135639,PGT549U,42.9812,25.1696,10058.0,1782907649.0
5575.0,711274.345283426,-775295.5065365214,2133.0,132.58735431171866,-159.79640750074634,12.715861623756355,PGT549U,42.8864,25.292,9753.0,1782907715.0
5955.0,761317.240624462,-836408.2382203714,1828.0,132.3169248687074,-160.26966364787972,-2.711921850079751,PGT549U,42.3368,25.9901,9448.0,1782908095.0
