time,x,y,z,vx,vy,vz,callsign,lat,lon,alt_m,time_unix
152.0,-90386.88831902613,36883.3571679999,-6096.0,-22.700067122176147,136.02846026187277,20.266666666666666,HEDEF_1,50.1905,14.1088,1524.0,1782902292.0
152.0,-93413.74028036806,-414424.77462265507,-6096.0,564.9572033396065,-136.02846026187277,20.266666666666666,HEDEF_3,50.1905,14.1088,1524.0,1782902292.0
157.0,380268.6294829475,37583.88520586096,-5792.0,-3.6638704828777313,131.33356335909627,20.266666666666666,HEDEF_2,50.1968,14.1089,1828.0,1782902297.0
157.0,-90427.49940367411,-415125.3026605161,-5792.0,603.6608266309029,-131.33356335909627,20.266666666666666,HEDEF_3,50.1968,14.1089,1828.0,1782902297.0
157.0,-90379.71987677705,37583.88520586096,-5792.0,3.6638704828777313,131.33356335909627,20.266666666666666,HEDEF_1,50.1968,14.1089,1828.0,1782902297.0
163.0,-90214.8457050475,38406.72766303036,-5792.0,30.18710680458737,143.5650052899907,20.266666666666666,HEDEF_1,50.2042,14.1112,1828.0,1782902303.0
163.0,-86695.7344658263,-415948.14511768555,-5792.0,613.4412278681074,-143.5650052899907,20.266666666666666,HEDEF_3,50.2042,14.1112,1828.0,1782902303.0
163.0,380103.755311218,38406.72766303036,-5792.0,-30.18710680458737,143.5650052899907,20.266666666666666,HEDEF_2,50.2042,14.1112,1828.0,1782902303.0
168.0,379795.5122945062,39173.972656878,-5792.0,-52.23860058041655,132.86911234605455,14.523809523809524,HEDEF_2,50.2111,14.1155,1828.0,1782902308.0
168.0,-83560.77173119078,-416715.39011153317,-5792.0,595.9008920273636,-132.86911234605455,14.523809523809524,HEDEF_3,50.2111,14.1155,1828.0,1782902308.0
168.0,-89906.60268833573,39173.972656878,-5792.0,52.23860058041655,132.86911234605455,14.523809523809524,HEDEF_1,50.2111,14.1155,1828.0,1782902308.0
175.0,379322.3951060651,39930.09815806081,-5487.0,-76.13340807745034,122.36736927407075,14.523809523809524,HEDEF_2,50.2179,14.1221,2133.0,1782902315.0
175.0,-79578.68651911274,-417471.515612716,-5487.0,528.4747606834331,-122.36736927407075,14.523809523809524,HEDEF_3,50.2179,14.1221,2133.0,1782902315.0
175.0,-89433.48549989458,39930.09815806081,-5487.0,76.13340807745034,122.36736927407075,14.523809523809524,HEDEF_1,50.2179,14.1221,2133.0,1782902315.0
181.0,-88838.50479321844,40563.90923993451,-5487.0,102.17874824920936,108.282678565793,14.523809523809524,HEDEF_1,50.2236,14.1304,2133.0,1782902321.0
181.0,-76578.09611975084,-418105.3266945897,-5487.0,447.85461760560077,-108.282678565793,14.523809523809524,HEDEF_3,50.2236,14.1304,2133.0,1782902321.0
181.0,378727.41439938894,40563.90923993451,-5487.0,-102.17874824920936,108.282678565793,14.523809523809524,HEDEF_2,50.2236,14.1304,2133.0,1782902321.0
185.0,-74798.74486061351,-418550.10640116845,-5487.0,383.0575732202189,-93.98618799718388,0.0,HEDEF_3,50.2276,14.1382,2133.0,1782902325.0
185.0,-88279.36629778791,41008.68894651328,-5487.0,119.9291766755847,93.98618799718388,0.0,HEDEF_1,50.2276,14.1382,2133.0,1782902325.0
185.0,378168.2759039584,41008.68894651328,-5487.0,-119.9291766755847,93.98618799718388,0.0,HEDEF_2,50.2276,14.1382,2133.0,1782902325.0
192.0,377322.39971856336,41464.58814575531,-5487.0,-134.66430796542213,74.21820103819718,16.944444444444446,HEDEF_2,50.2317,14.15,2133.0,1782902332.0
192.0,-72659.94010131947,-419006.0056004105,-5487.0,238.52744922593115,-74.21820103819718,16.944444444444446,HEDEF_3,50.2317,14.15,2133.0,1782902332.0
192.0,-87433.49011239289,41464.58814575531,-5487.0,134.66430796542213,74.21820103819718,16.944444444444446,HEDEF_1,50.2317,14.15,2133.0,1782902332.0
198.0,376462.1866486702,41742.57546236725,-5182.0,-136.25729513188915,44.56622059958593,16.944444444444446,HEDEF_2,50.2342,14.162,2438.0,1782902338.0
198.0,-86573.27704249967,41742.57546236725,-5182.0,136.25729513188915,44.56622059958593,16.944444444444446,HEDEF_1,50.2342,14.162,2438.0,1782902338.0
198.0,-71605.95335670355,-419283.99291702243,-5182.0,96.67504285425123,-44.56622059958593,16.944444444444446,HEDEF_3,50.2342,14.162,2438.0,1782902338.0
204.0,-85705.89553035748,41876.00937434041,-5182.0,144.2449879237567,22.856734921394175,16.944444444444446,HEDEF_1,50.2354,14.1741,2438.0,1782902344.0
204.0,-71402.78578559885,-419417.4268289956,-5182.0,-36.51364287163824,-22.856734921394175,16.944444444444446,HEDEF_3,50.2354,14.1741,2438.0,1782902344.0
204.0,375594.805136528,41876.00937434041,-5182.0,-144.2449879237567,22.856734921394175,16.944444444444446,HEDEF_2,50.2354,14.1741,2438.0,1782902344.0
209.0,-84981.8828631973,41876.00937434041,-5182.0,159.53766472185347,-1.4825990219240035,20.33333333333333,HEDEF_1,50.2354,14.1842,2438.0,1782902349.0
209.0,-71861.66294855282,-419417.4268289956,-5182.0,-131.28139762823784,1.4825990219240035,20.33333333333333,HEDEF_3,50.2354,14.1842,2438.0,1782902349.0
209.0,374870.7924693678,41876.00937434041,-5182.0,-159.53766472185347,-1.4825990219240035,20.33333333333333,HEDEF_2,50.2354,14.1842,2438.0,1782902349.0
214.0,373924.5580924853,41742.57546236725,-4877.0,-154.0191020380183,-23.19208470015341,20.33333333333333,HEDEF_2,50.2342,14.1974,2743.0,1782902354.0
214.0,-72621.38016653323,-419283.99291702243,-4877.0,-235.266353583493,23.19208470015341,20.33333333333333,HEDEF_3,50.2342,14.1974,2743.0,1782902354.0
214.0,-84035.64848631484,41742.57546236725,-4877.0,154.0191020380183,-23.19208470015341,20.33333333333333,HEDEF_1,50.2342,14.1974,2743.0,1782902354.0
221.0,373028.50281134667,41442.34916042645,-4877.0,-160.7096481371818,-51.36146611676184,20.33333333333333,HEDEF_2,50.2315,14.2099,2743.0,1782902361.0
221.0,-74859.37942623315,-418983.7666150816,-4877.0,-339.59115701908036,51.36146611676184,20.33333333333333,HEDEF_3,50.2315,14.2099,2743.0,1782902361.0
221.0,-83139.59320517615,41442.34916042645,-4877.0,160.7096481371818,-51.36146611676184,20.33333333333333,HEDEF_1,50.2315,14.2099,2743.0,1782902361.0
226.0,-82315.22234652852,41019.80843917732,-4877.0,136.65554192350422,-65.94035649905864,0.0,HEDEF_1,50.2277,14.2214,2743.0,1782902366.0
226.0,-76684.92221832158,-418561.2258938325,-4877.0,-419.4735372893173,65.94035649905864,0.0,HEDEF_3,50.2277,14.2214,2743.0,1782902366.0
226.0,372204.13195269904,41019.80843917732,-4877.0,-136.65554192350422,-65.94035649905864,0.0,HEDEF_2,50.2277,14.2214,2743.0,1782902366.0
232.0,-79448.6242508089,-418138.6851725833,-4877.0,-453.6930798744893,80.44050077942839,3.91025641025641,HEDEF_3,50.2239,14.2312,2743.0,1782902372.0
232.0,-81612.71500611576,40597.26771792819,-4877.0,140.0296988063296,-80.44050077942839,3.91025641025641,HEDEF_1,50.2239,14.2312,2743.0,1782902372.0
232.0,371501.6246122862,40597.26771792819,-4877.0,-140.0296988063296,-80.44050077942839,3.91025641025641,HEDEF_2,50.2239,14.2312,2743.0,1782902372.0
258.0,-78021.32543931168,38351.13019970781,-4572.0,132.861256557222,-78.21660224653351,3.91025641025641,HEDEF_1,50.2037,14.2813,3048.0,1782902398.0
258.0,367910.2350454822,38351.13019970781,-4572.0,-132.861256557222,-78.21660224653351,3.91025641025641,HEDEF_2,50.2037,14.2813,3048.0,1782902398.0
258.0,-89726.54471411015,-415892.547654363,-4572.0,-242.34608181213625,78.21660224653351,3.91025641025641,HEDEF_3,50.2037,14.2813,3048.0,1782902398.0
264.0,367050.021975589,37884.11150780097,-4572.0,-146.4016474722047,-79.4521014314703,20.799145299145295,HEDEF_2,50.1995,14.2933,3048.0,1782902404.0
264.0,-90760.53059962843,-415425.52896245616,-4572.0,-106.75703414810317,79.4521014314703,20.799145299145295,HEDEF_3,50.1995,14.2933,3048.0,1782902404.0
264.0,-77161.11236941846,37884.11150780097,-4572.0,146.4016474722047,-79.4521014314703,20.799145299145295,HEDEF_1,50.1995,14.2933,3048.0,1782902404.0
270.0,-76214.87799253601,37439.33180122297,-4268.0,156.51098910556468,-73.63575142236571,16.88888888888889,HEDEF_1,50.1955,14.3065,3352.0,1782902410.0
270.0,366103.7875987065,37439.33180122297,-4268.0,-156.51098910556468,-73.63575142236571,16.88888888888889,HEDEF_2,50.1955,14.3065,3352.0,1782902410.0
270.0,-90928.92144353339,-414980.74925587815,-4268.0,39.9130452323638,73.63575142236571,16.88888888888889,HEDEF_3,50.1955,14.3065,3352.0,1782902410.0
280.0,-89217.96000126495,-414291.34071068186,-4268.0,281.23438386867247,68.28192162098829,22.537037037037035,HEDEF_3,50.1893,14.33,3352.0,1782902420.0
280.0,364419.2036701657,36749.923256026734,-4268.0,-159.43146557742224,-68.28192162098829,22.537037037037035,HEDEF_2,50.1893,14.33,3352.0,1782902420.0
280.0,-74530.29406399518,36749.923256026734,-4268.0,159.43146557742224,-68.28192162098829,22.537037037037035,HEDEF_1,50.1893,14.33,3352.0,1782902420.0
298.0,-71791.94912483523,35637.97398958058,-3963.0,158.88840177067436,-66.14787757428306,10.269360269360268,HEDEF_1,50.1793,14.3682,3657.0,1782902438.0
298.0,361680.8587310057,35637.97398958058,-3963.0,-158.88840177067436,-66.14787757428306,10.269360269360268,HEDEF_2,50.1793,14.3682,3657.0,1782902438.0
298.0,-80826.3460911161,-413179.39144423575,-3963.0,637.8534050110449,66.14787757428306,10.269360269360268,HEDEF_3,50.1793,14.3682,3657.0,1782902438.0
320.0,-64885.61791098852,-411689.37942719896,-3658.0,742.8799888363206,65.90077773729574,12.528619528619528,HEDEF_3,50.1659,14.4161,3962.0,1782902460.0
320.0,358247.1748936821,34147.96197254381,-3658.0,-159.18044941785945,-65.90077773729574,12.528619528619528,HEDEF_2,50.1659,14.4161,3962.0,1782902460.0
320.0,-68358.2652875116,34147.96197254381,-3658.0,159.18044941785945,-65.90077773729574,12.528619528619528,HEDEF_1,50.1659,14.4161,3962.0,1782902460.0
365.0,350627.12078287837,31078.981997154027,-3353.0,-163.6275385909188,-66.93036039140604,11.116582491582491,HEDEF_2,50.1383,14.5224,4267.0,1782902505.0
365.0,-47316.343594600316,-408620.3994518092,-3353.0,-104.26339625644056,66.93036039140604,11.116582491582491,HEDEF_3,50.1383,14.5224,4267.0,1782902505.0
365.0,-60738.21117670788,31078.981997154027,-3353.0,163.6275385909188,-66.93036039140604,11.116582491582491,HEDEF_1,50.1383,14.5224,4267.0,1782902505.0
389.0,-56766.894170701,29522.253024129885,-3048.0,170.36152979462807,-67.60426903773515,11.101430976430976,HEDEF_1,50.1243,14.5778,4572.0,1782902529.0
389.0,346655.80377687153,29522.253024129885,-3048.0,-170.36152979462807,-67.60426903773515,11.101430976430976,HEDEF_2,50.1243,14.5778,4572.0,1782902529.0
389.0,-54555.53473822505,-407063.67047878506,-3048.0,-423.0825055925678,67.60426903773515,11.101430976430976,HEDEF_3,50.1243,14.5778,4572.0,1782902529.0
411.0,342777.67652010306,27987.76303643539,-2744.0,-169.41780557934143,-65.42529774793299,13.46338383838384,HEDEF_2,50.1105,14.6319,4876.0,1782902551.0
411.0,-62914.55648438639,-405529.1804910905,-2744.0,-276.8709681785999,65.42529774793299,13.46338383838384,HEDEF_3,50.1105,14.6319,4876.0,1782902551.0
411.0,-52888.766913932566,27987.76303643539,-2744.0,169.41780557934143,-65.42529774793299,13.46338383838384,HEDEF_1,50.1105,14.6319,4876.0,1782902551.0
433.0,339114.60253080796,26631.18493137177,-2439.0,-173.5709506919204,-64.71929821367563,12.858225108225108,HEDEF_2,50.0983,14.683,5181.0,1782902573.0
433.0,-64212.93894973108,-404172.60238602693,-2439.0,198.30818039340852,64.71929821367563,12.858225108225108,HEDEF_3,50.0983,14.683,5181.0,1782902573.0
433.0,-49225.69292463744,26631.18493137177,-2439.0,173.5709506919204,-64.71929821367563,12.858225108225108,HEDEF_1,50.0983,14.683,5181.0,1782902573.0
461.0,-44243.62556150612,24874.30509038789,-2134.0,176.59659190096158,-63.00243570993475,13.093434343434344,HEDEF_1,50.0825,14.7525,5486.0,1782902601.0
461.0,-50216.65578785655,-402415.72254504304,-2134.0,726.975239619209,63.00243570993475,13.093434343434344,HEDEF_3,50.0825,14.7525,5486.0,1782902601.0
461.0,334132.53516767663,24874.30509038789,-2134.0,-176.59659190096158,-63.00243570993475,13.093434343434344,HEDEF_2,50.0825,14.7525,5486.0,1782902601.0
482.0,-40351.161420239376,23517.72698532428,-1829.0,180.83248959361651,-63.73069182774507,11.75179211469534,HEDEF_1,50.0703,14.8068,5791.0,1782902622.0
482.0,330240.07102640986,23517.72698532428,-1829.0,-180.83248959361651,-63.73069182774507,11.75179211469534,HEDEF_2,50.0703,14.8068,5791.0,1782902622.0
482.0,-34092.04521889833,-401059.14443997946,-1829.0,726.1008116195491,63.73069182774507,11.75179211469534,HEDEF_3,50.0703,14.8068,5791.0,1782902622.0
513.0,-19870.029631642574,-399079.87474570615,-1524.0,125.2055958021196,66.26308146147358,10.323738284467597,HEDEF_3,50.0525,14.8843,6096.0,1782902653.0
513.0,324684.5282833498,21538.457291051,-1524.0,-184.89534894287928,-66.26308146147358,10.323738284467597,HEDEF_2,50.0525,14.8843,6096.0,1782902653.0
513.0,-34795.61867717934,21538.457291051,-1524.0,184.89534894287928,-66.26308146147358,10.323738284467597,HEDEF_1,50.0525,14.8843,6096.0,1782902653.0
559.0,315939.02873943583,18302.68492569437,-1220.0,-189.00956767732984,-68.91986918247046,8.157907039688984,HEDEF_2,50.0234,15.0063,6400.0,1782902699.0
559.0,-31458.284318368962,-395844.10238034953,-1220.0,-370.6356761414779,68.91986918247046,8.157907039688984,HEDEF_3,50.0234,15.0063,6400.0,1782902699.0
559.0,-26050.11913326533,18302.68492569437,-1220.0,189.00956767732984,-68.91986918247046,8.157907039688984,HEDEF_1,50.0234,15.0063,6400.0,1782902699.0
597.0,-32785.273008645796,-393086.4681995646,-915.0,384.20813494397254,72.34738305039613,21.822781591660316,HEDEF_3,49.9986,15.1111,6705.0,1782902737.0
597.0,308426.50126236863,15545.050744909428,-915.0,-196.57625671805667,-72.34738305039613,21.822781591660316,HEDEF_2,49.9986,15.1111,6705.0,1782902737.0
597.0,-18537.59165619815,15545.050744909428,-915.0,196.57625671805667,-72.34738305039613,21.822781591660316,HEDEF_1,49.9986,15.1111,6705.0,1782902737.0
603.0,-17326.124916098608,15100.271038330648,-610.0,200.1085326089193,-75.58653960916307,19.619883040935672,HEDEF_1,49.9946,15.128,7010.0,1782902743.0
603.0,-30050.424110928205,-392641.6884929858,-610.0,517.8309523415126,75.58653960916307,19.619883040935672,HEDEF_3,49.9946,15.128,7010.0,1782902743.0
603.0,307215.0345222691,15100.271038330648,-610.0,-200.1085326089193,-75.58653960916307,19.619883040935672,HEDEF_2,49.9946,15.128,7010.0,1782902743.0
608.0,-16322.543001223275,14699.96930241038,-610.0,198.32690222536723,-84.13749449439308,16.944444444444446,HEDEF_1,49.991,15.142,7010.0,1782902748.0
608.0,306211.45260739373,14699.96930241038,-610.0,-198.32690222536723,-84.13749449439308,16.944444444444446,HEDEF_2,49.991,15.142,7010.0,1782902748.0
608.0,-27215.160855856444,-392241.38675706554,-610.0,610.8331470710455,84.13749449439308,16.944444444444446,HEDEF_3,49.991,15.142,7010.0,1782902748.0
614.0,-23297.491721437756,-391652.0536458496,-610.0,697.8787254750445,98.71638487663677,0.0,HEDEF_3,49.9857,15.1581,7010.0,1782902754.0
614.0,305057.3334052871,14110.636191194406,-610.0,-193.6275900842921,-98.71638487663677,0.0,HEDEF_2,49.9857,15.1581,7010.0,1782902754.0
614.0,-15168.423799116606,14110.636191194406,-610.0,193.6275900842921,-98.71638487663677,0.0,HEDEF_1,49.9857,15.1581,7010.0,1782902754.0
619.0,-14229.357864483114,13521.303079978434,-610.0,181.68018633577813,-112.80107558499384,0.0,HEDEF_1,49.9804,15.1712,7010.0,1782902759.0
619.0,-19691.904753633113,-391062.7205346336,-610.0,740.4797303353596,112.80107558499384,0.0,HEDEF_3,49.9804,15.1712,7010.0,1782902759.0
619.0,304118.26747065363,13521.303079978434,-610.0,-181.68018633577813,-112.80107558499384,0.0,HEDEF_2,49.9804,15.1712,7010.0,1782902759.0
624.0,303293.896612006,12909.73098343281,-610.0,-176.5029780447521,-128.24481539672402,0.0,HEDEF_2,49.9749,15.1827,7010.0,1782902764.0
624.0,-13404.987005835494,12909.73098343281,-610.0,176.5029780447521,-128.24481539672402,0.0,HEDEF_1,49.9749,15.1827,7010.0,1782902764.0
624.0,-15983.238355407508,-390451.148438088,-610.0,767.5733562278313,128.24481539672402,0.0,HEDEF_3,49.9749,15.1827,7010.0,1782902764.0
630.0,-11335.936465085168,-389583.8280102608,-610.0,763.1193137725861,131.58066319608378,0.0,HEDEF_3,49.9671,15.1975,7010.0,1782902770.0
630.0,-12344.057552967291,12042.410555605691,-610.0,164.47592493790788,-131.58066319608378,0.0,HEDEF_1,49.9671,15.1975,7010.0,1782902770.0
630.0,302232.96715913777,12042.410555605691,-610.0,-164.47592493790788,-131.58066319608378,0.0,HEDEF_2,49.9671,15.1975,7010.0,1782902770.0
636.0,301322.5749935008,11275.16556175805,-610.0,-164.54833344547453,-137.87047722846458,3.080808080808081,HEDEF_2,49.9602,15.2102,7010.0,1782902776.0
636.0,-6896.961445940136,-388816.5830164132,-610.0,736.4480692008602,137.87047722846458,3.080808080808081,HEDEF_3,49.9602,15.2102,7010.0,1782902776.0
636.0,-11433.665387330297,11275.16556175805,-610.0,164.54833344547453,-137.87047722846458,3.080808080808081,HEDEF_1,49.9602,15.2102,7010.0,1782902776.0
669.0,295874.55888417736,6616.098135351232,-305.0,-164.22973601218584,-140.0943757613857,9.858585858585858,HEDEF_2,49.9183,15.2862,7315.0,1782902809.0
669.0,8990.447016157897,-384157.51559000637,-305.0,130.37026672152334,140.0943757613857,9.858585858585858,HEDEF_3,49.9183,15.2862,7315.0,1782902809.0
669.0,-5985.649278006905,6616.098135351232,-305.0,164.22973601218584,-140.0943757613857,9.858585858585858,HEDEF_1,49.9183,15.2862,7315.0,1782902809.0
684.0,293236.5721365049,4347.72163180199,0.0,-160.07659089960478,-143.00662384016812,9.858585858585858,HEDEF_2,49.8979,15.323,7620.0,1782902824.0
684.0,8534.680751353617,-381889.13908645714,0.0,-206.11443714149598,143.00662384016812,9.858585858585858,HEDEF_3,49.8979,15.323,7620.0,1782902824.0
684.0,-3347.6625303343903,4347.72163180199,0.0,160.07659089960478,-143.00662384016812,9.858585858585858,HEDEF_1,49.8979,15.323,7620.0,1782902824.0
691.0,-2372.754384455432,3391.4452626586435,0.0,151.40205169310093,-150.0602010051032,6.777777777777778,HEDEF_1,49.8893,15.3366,7620.0,1782902831.0
691.0,6516.862269969818,-380932.8627173138,0.0,-331.8779346293045,150.0602010051032,6.777777777777778,HEDEF_3,49.8893,15.3366,7620.0,1782902831.0
691.0,292261.66399062594,3391.4452626586435,0.0,-151.40205169310093,-150.0602010051032,6.777777777777778,HEDEF_2,49.8893,15.3366,7620.0,1782902831.0
696.0,291566.32509246236,2579.722298153281,0.0,-136.1890242533263,-159.57354472910234,0.0,HEDEF_2,49.882,15.3463,7620.0,1782902836.0
696.0,4634.6778997982365,-380121.13975280843,0.0,-408.10130575120724,159.57354472910234,0.0,HEDEF_3,49.882,15.3463,7620.0,1782902836.0
696.0,-1677.4154862918692,2579.722298153281,0.0,136.1890242533263,-159.57354472910234,0.0,HEDEF_1,49.882,15.3463,7620.0,1782902836.0
702.0,-896.0552811388071,1501.1315097016,0.0,129.43020727559417,-179.27093173470914,0.0,HEDEF_1,49.8723,15.3572,7620.0,1782902842.0
702.0,2000.6397010586334,-379042.54896435677,0.0,-459.2757066476307,179.27093173470914,0.0,HEDEF_3,49.8723,15.3572,7620.0,1782902842.0
702.0,290784.9648873093,1501.1315097016,0.0,-129.43020727559417,-179.27093173470914,0.0,HEDEF_2,49.8723,15.3572,7620.0,1782902842.0
707.0,290189.98418063315,522.6161552293931,0.0,-116.52701122720246,-183.22452912650644,0.0,HEDEF_2,49.8635,15.3655,7620.0,1782902847.0
707.0,-386.0658850661269,-378064.03360988456,0.0,-483.4633573316562,183.22452912650644,0.0,HEDEF_3,49.8635,15.3655,7620.0,1782902847.0
707.0,-301.0745744626758,522.6161552293931,0.0,116.52701122720246,-183.22452912650644,0.0,HEDEF_1,49.8635,15.3655,7620.0,1782902847.0
713.0,301.07457446254847,-522.6161552293931,0.0,110.8578510171166,-186.4222917228544,2.980392156862745,HEDEF_1,49.8541,15.3739,7620.0,1782902853.0
713.0,-3346.9628739946343,-377018.8012994258,0.0,-471.12747219941133,186.4222917228544,2.980392156862745,HEDEF_3,49.8541,15.3739,7620.0,1782902853.0
713.0,289587.83503170795,-522.6161552293931,0.0,-110.8578510171166,-186.4222917228544,2.980392156862745,HEDEF_2,49.8541,15.3739,7620.0,1782902853.0
747.0,285738.381543936,-6960.802407949746,304.0,-110.59931703436088,-184.86677799492293,4.647058823529412,HEDEF_2,49.7962,15.4276,7924.0,1782902887.0
747.0,-10840.353594360615,-370580.6150467054,304.0,131.5169520043369,184.86677799492293,4.647058823529412,HEDEF_3,49.7962,15.4276,7924.0,1782902887.0
747.0,4150.528062234477,-6960.802407949746,304.0,110.59931703436088,-184.86677799492293,4.647058823529412,HEDEF_1,49.7962,15.4276,7924.0,1782902887.0
808.0,278526.9286413315,-18614.030720299208,609.0,-117.94878055238787,-193.2344770202017,6.187462863933452,HEDEF_2,49.6914,15.5282,8229.0,1782902948.0
808.0,23149.76860899531,-358927.38673435594,609.0,488.997160053014,193.2344770202017,6.187462863933452,HEDEF_3,49.6914,15.5282,8229.0,1782902948.0
808.0,11361.980964838984,-18614.030720299208,609.0,117.94878055238787,-193.2344770202017,6.187462863933452,HEDEF_1,49.6914,15.5282,8229.0,1782902948.0
874.0,270448.09422658465,-31768.39054235105,914.0,-121.33250647183657,-198.3568553314716,3.5123760123760124,HEDEF_2,49.5731,15.6409,8534.0,1782903014.0
874.0,13565.283587990652,-345773.0269123041,914.0,-430.722746075884,198.3568553314716,3.5123760123760124,HEDEF_3,49.5731,15.6409,8534.0,1782903014.0
874.0,19440.8153795858,-31768.39054235105,914.0,121.33250647183657,-198.3568553314716,3.5123760123760124,HEDEF_1,49.5731,15.6409,8534.0,1782903014.0
1207.0,60523.15790923419,-99942.00006812956,1219.0,122.50949711775948,-203.01656076155885,3.4342510123760124,HEDEF_1,48.96,16.214,8839.0,1782903347.0
1207.0,46794.51554351369,-277599.4173865256,1219.0,-119.23211301717501,203.01656076155885,3.4342510123760124,HEDEF_3,48.96,16.214,8839.0,1782903347.0
1207.0,229365.7516969363,-99942.00006812956,1219.0,-122.50949711775948,-203.01656076155885,3.4342510123760124,HEDEF_2,48.96,16.214,8839.0,1782903347.0
1271.0,221573.65497215372,-113063.00141218772,1524.0,-121.9608634258111,-205.0080472100034,4.49213757026257,HEDEF_2,48.842,16.3227,9144.0,1782903411.0
1271.0,76466.7024266068,-264478.41604246746,1524.0,625.6336125551309,205.0080472100034,4.49213757026257,HEDEF_3,48.842,16.3227,9144.0,1782903411.0
