time,sensor,local_track_id,callsign_true,x,y,vx,vy,track_quality,sigma_pos_m,sigma_vel_mps,is_clutter
25.51,RADAR_C,RADAR_C-T6202,HEDEF_3_MANEVRA,-69209.85516201543,-404599.2039656789,273.5001833987555,-36.64589417381947,7,498.9109741660405,4.6753056338464924,False
25.65,RADAR_B,RADAR_B-T5707,PGT549U,-80596.83779584983,27547.304430217286,-43.85771541048463,31.605754674051514,9,198.90092612348283,2.6736220001334834,False
26.69,RADAR_A,RADAR_A-T8933,HEDEF_3_MANEVRA,-67541.6441418476,-405803.36142286134,250.39078739921726,-32.23710153920666,10,378.65920009356057,2.021831720409404,False
26.93,RADAR_B,RADAR_B-T5371,HEDEF_2,370616.0038137915,28166.16409076532,43.082280477097335,33.79105485687006,9,323.8322272160885,2.6736220001334834,False
27.05,RADAR_A,RADAR_A-T7791,PGT549U,-80732.90965639096,27872.709372812715,-45.40273766466217,31.30324469175766,9,176.9206343785655,2.6736220001334834,False
27.53,RADAR_B,RADAR_B-T4241,HEDEF_3_MANEVRA,-68453.81901211862,-404974.7113453135,242.94864612521866,-31.9267264542194,7,459.72394722080304,4.6753056338464924,False
28.9,RADAR_A,RADAR_A-T7458,HEDEF_2,371367.53552425397,28099.948657305675,44.62299116523898,33.25977841985585,11,337.25389380786777,1.528938460803196,False
29.6,RADAR_A,RADAR_A-T7791,PGT549U,-80936.51057633,27959.5289974717,-47.19318551753144,32.84517695100813,10,142.51055738356905,2.021831720409404,False
31.34,RADAR_A,RADAR_A-T7472,HEDEF_3_MANEVRA,-67560.30182211814,-405716.1729104147,141.40185585958096,-35.84811710701397,11,370.4578441146477,1.528938460803196,False
31.63,RADAR_B,RADAR_B-T5707,PGT549U,-81236.68476692862,28188.437882471157,-48.219833105235786,32.11240542673771,9,199.1356854851387,2.6736220001334834,False
31.78,RADAR_A,RADAR_A-T7791,PGT549U,-80947.59948339566,28457.56294086509,-43.74898460769475,38.320622987698634,9,177.05674166273948,2.6736220001334834,False
31.85,RADAR_B,RADAR_B-T5371,HEDEF_2,370611.056498939,28102.037893092416,49.95031275721104,29.700944376899017,7,397.4858340067459,4.6753056338464924,False
32.23,RADAR_A,RADAR_A-T7458,HEDEF_2,371101.2298345484,27954.786148156705,46.47663980478627,34.87618524039095,11,337.4479454649682,1.528938460803196,False
32.58,RADAR_B,RADAR_B-SC55470,STATIC_CLUTTER,100579.72999451045,207798.06248002566,0.42572594704492145,-1.5723999582645618,2,1134.321747974356,18.905362466239264,True
32.58,RADAR_B,RADAR_B-SC69319,STATIC_CLUTTER,389189.45656691794,-173938.85069132544,-0.5816592302740624,0.6966343319015926,3,857.790551951732,14.296509199195533,True
33.44,RADAR_C,RADAR_C-T2301,PGT549U,-80226.22088546402,27588.77548853828,-55.04497960590753,30.607818478206955,3,862.334980107655,14.296509199195533,False
34.3,RADAR_A,RADAR_A-T7791,PGT549U,-81126.87867754602,28375.76983870287,-56.093669087999785,38.517248239388415,9,177.12942106318386,2.6736220001334834,False
34.45,RADAR_B,RADAR_B-T4241,HEDEF_3_MANEVRA,-68841.74203818617,-405389.0864347528,83.63412817763174,-37.273684923573946,9,398.37070615662077,2.6736220001334834,False
34.53,RADAR_A,RADAR_A-T7458,HEDEF_2,371107.6439933326,28054.903923561324,50.18977192511847,38.15825450548263,11,337.58127707741187,1.528938460803196,False
34.58,RADAR_B,RADAR_B-T5707,PGT549U,-81914.46014703493,27841.319137564406,-45.16860634553372,40.45824538779284,6,389.32220229342056,6.1825125572116635,False
35.42,RADAR_C,RADAR_C-T6202,HEDEF_3_MANEVRA,-68606.4933568982,-405246.49402056145,82.00554183658426,-22.08376601665086,3,951.9985214597591,14.296509199195533,False
35.46,RADAR_A,RADAR_A-T5145,HEDEF_3_MANEVRA,-68862.24901788423,-405908.27266654395,47.0070426913699,-37.126634979722766,10,379.08850482674626,2.021831720409404,False
36.01,RADAR_A,RADAR_A-T7791,PGT549U,-81581.90121977085,28359.510175908494,-55.124736902437,38.61023456139226,9,177.17889651590372,2.6736220001334834,False
37.71,RADAR_A,RADAR_A-T7458,HEDEF_2,371320.73042579717,28275.046884175612,55.18907498011027,39.92057464153344,11,337.7664005194092,1.528938460803196,False
38.2,RADAR_A,RADAR_A-T5145,HEDEF_3_MANEVRA,-69048.11880530839,-405546.4517032382,-17.80344438193464,-37.78369201517041,10,379.2361543005506,2.021831720409404,False
38.8,RADAR_A,RADAR_A-SC62965,STATIC_CLUTTER,-331750.94378959597,-102079.24224969716,0.2252810830380908,-0.9518109264534971,3,857.790551951732,14.296509199195533,True
41.11,RADAR_A,RADAR_A-T1923,PGT549U,-81940.74311437737,28457.248581169228,-55.83729790269798,38.756537792959975,9,177.3266830448628,2.6736220001334834,False
41.22,RADAR_B,RADAR_B-T5707,PGT549U,-81784.69611272475,28606.993118586408,-52.88591972148559,43.76635590468614,7,304.56819038398527,4.6753056338464924,False
41.34,RADAR_B,RADAR_B-SC46433,STATIC_CLUTTER,-343923.81403479655,108121.70381200162,0.9993975585862942,0.2505967843607098,4,648.6736521905174,10.811227536508623,True
42.15,RADAR_B,RADAR_B-T6951,HEDEF_2,371086.94730055996,29152.69107615916,60.44847390137652,54.10665495063754,5,565.9392253192872,8.1756070113073,False
43.53,RADAR_A,RADAR_A-T1923,PGT549U,-81719.22016808954,28729.912837591633,-59.06605599677114,48.041422879930906,11,118.96015438461076,1.528938460803196,False
43.61,RADAR_A,RADAR_A-T2136,HEDEF_3_MANEVRA,-69036.76951693252,-406285.287097347,-147.13796121794292,-43.3150687874152,10,379.52859141825854,2.021831720409404,False
43.86,RADAR_A,RADAR_A-T5637,HEDEF_2,371879.16796418204,28901.459085610128,60.06232554509486,44.75064753749404,11,338.1245564116617,1.528938460803196,False
43.98,RADAR_B,RADAR_B-T9593,HEDEF_3_MANEVRA,-68783.45372744372,-406403.5212621136,-141.18704374996508,-46.93438891634643,7,460.56415170921855,4.6753056338464924,False
45.52,RADAR_B,RADAR_B-T6951,HEDEF_2,371980.6067262221,28517.552496480694,54.96565583067891,43.570392011513185,9,324.82642868189504,2.6736220001334834,False
46.77,RADAR_C,RADAR_C-T2194,HEDEF_2,371669.6184996701,29310.497863156732,51.91424603526574,39.232942189884355,5,581.7148932253257,8.1756070113073,False
47.62,RADAR_A,RADAR_A-T5453,PGT549U,-81960.60237944138,28844.15213085234,-57.715476346658974,47.22452028341242,9,177.51617446830775,2.6736220001334834,False
48.47,RADAR_C,RADAR_C-T2301,PGT549U,-81853.67622898275,28815.591143350022,-62.46245797284281,48.2056819085069,6,381.4866835373686,6.1825125572116635,False
49.37,RADAR_A,RADAR_A-T4127,HEDEF_2,372574.86933492805,29214.78807883824,65.01339010796222,47.579985361219,10,347.62923705548604,2.021831720409404,False
50.33,RADAR_A,RADAR_A-T5453,PGT549U,-82311.22502321459,29021.012982977365,-64.75933993431471,51.482941528731104,11,119.25602110163493,1.528938460803196,False
50.85,RADAR_B,RADAR_B-T3835,PGT549U,-82179.60943583612,29321.180643573964,-57.92608023080911,46.76567790693183,6,389.65000987628025,6.1825125572116635,False
51.24,RADAR_A,RADAR_A-T8375,HEDEF_3_MANEVRA,-69746.10621333653,-406369.20490717195,-328.16475240385125,-49.31272296787029,11,371.5581177776211,1.528938460803196,False
51.75,RADAR_B,RADAR_B-T6951,HEDEF_2,372466.31586852175,28961.252958704026,66.76617885102205,53.44520298683284,9,325.15944545974736,2.6736220001334834,False
52.21,RADAR_A,RADAR_A-T5453,PGT549U,-82575.92268827817,29193.677524801216,-65.81510156895241,51.95576899594195,11,119.33786191007708,1.528938460803196,False
52.84,RADAR_B,RADAR_B-T9437,HEDEF_3_MANEVRA,-70776.28202255428,-406250.47371394775,-357.6947255493215,-53.15500716729661,7,461.0335650790661,4.6753056338464924,False
54.06,RADAR_A,RADAR_A-T5453,PGT549U,-82242.34942981457,29401.361699522764,-68.64843352276205,57.563071583251045,9,177.7046067848683,2.6736220001334834,False
54.11,RADAR_A,RADAR_A-T8375,HEDEF_3_MANEVRA,-70334.74352796146,-406153.90493417496,-394.26895433862893,-51.071420371645054,11,371.717843746068,1.528938460803196,False
54.6,RADAR_A,RADAR_A-T9297,HEDEF_2,372389.4310626611,30192.398542449017,69.7280720927293,51.244911421184426,10,347.9257183359704,2.021831720409404,False
55.78,RADAR_A,RADAR_A-T5453,PGT549U,-82785.8252475978,29219.54690320656,-70.46478329691631,52.07740290811548,11,119.49824373605153,1.528938460803196,False
55.99,RADAR_B,RADAR_B-T6951,HEDEF_2,373427.0497927666,29629.59672867394,69.29324323782639,49.72736871692299,8,353.7572571180885,3.5355339059327378,False
56.72,RADAR_C,RADAR_C-T2078,HEDEF_3_MANEVRA,-69901.53088371157,-406208.65447461896,-430.4057837253142,-46.72340356367948,6,556.0020717209078,6.1825125572116635,False
57.04,RADAR_A,RADAR_A-T9297,HEDEF_2,372873.4275067924,28796.696436606522,71.26909331168123,54.48719741861641,9,363.5662981958502,2.6736220001334834,False
57.83,RADAR_B,RADAR_B-T3835,PGT549U,-82897.03030523952,29241.79083404886,-76.27742059340201,50.280355525172645,6,389.80022071733947,6.1825125572116635,False
58.08,RADAR_A,RADAR_A-T5453,PGT549U,-82785.24739999304,29628.360217044494,-71.7801445295524,56.75485381761581,9,177.84007593825316,2.6736220001334834,False
58.58,RADAR_A,RADAR_A-T8575,HEDEF_3_MANEVRA,-72714.35621789054,-406856.822606785,-431.95600741850643,-52.13607899094972,10,380.6089757001039,2.021831720409404,False
58.91,RADAR_C,RADAR_C-T2301,PGT549U,-84273.36405088812,29366.836341700084,-79.77552225311253,45.18514604369303,4,654.8182233596567,10.811227536508623,False
59.69,RADAR_A,RADAR_A-T9297,HEDEF_2,373200.90415876417,29527.35368287837,70.33701981982054,53.78601692958632,9,363.7395991309857,2.6736220001334834,False
61.33,RADAR_B,RADAR_B-T6951,HEDEF_2,372581.9023174975,28012.5213611469,70.00113528883541,63.45350447681128,5,566.5639567327286,8.1756070113073,False
61.35,RADAR_A,RADAR_A-T5453,PGT549U,-83033.86888139552,29654.871851363412,-72.03582730322194,54.11551750540398,10,143.7047941051144,2.021831720409404,False
61.57,RADAR_B,RADAR_B-T3835,PGT549U,-82883.17333096873,29649.06075032408,-62.73549590224583,53.93103373138524,5,505.0123008524517,8.1756070113073,False
61.85,RADAR_A,RADAR_A-T9297,HEDEF_2,373041.43468670925,29574.300352765207,71.84128791888124,55.30381654573525,11,339.2513945000315,1.528938460803196,False
63.08,RADAR_A,RADAR_A-T5453,PGT549U,-83676.69044730157,29712.76001785951,-68.73825560353801,56.808335967006144,10,143.78154206366207,2.021831720409404,False
63.1,RADAR_B,RADAR_B-T3414,HEDEF_3_MANEVRA,-75577.1345609511,-407008.9704554621,-438.7693361026,-55.3269449494926,6,522.2145595898371,6.1825125572116635,False
64.16,RADAR_A,RADAR_A-T6202,HEDEF_3_MANEVRA,-76012.95902685194,-407038.4425500969,-442.7964440810629,-53.47742329604211,10,381.3835821987004,2.021831720409404,False
64.19,RADAR_A,RADAR_A-T9297,HEDEF_2,373358.3107475924,29436.106457649817,75.00442002060906,52.940802260734415,10,348.57400390903507,2.021831720409404,False
65.6,RADAR_A,RADAR_A-T5453,PGT549U,-83572.23625697441,29976.487586302377,-74.71858692729617,52.38429986609415,11,120.01991929959833,1.528938460803196,False
66.62,RADAR_B,RADAR_B-T3835,PGT549U,-83780.17807978064,29983.599669567102,-74.433814332281,55.905585371370066,8,243.94416133779515,3.5355339059327378,False
67.32,RADAR_A,RADAR_A-T9297,HEDEF_2,373332.2211179685,30194.245342001883,73.21432972182707,56.047993142856235,11,339.6361901934144,1.528938460803196,False
67.8,RADAR_A,RADAR_A-SC62965,STATIC_CLUTTER,-331722.1437979303,-102066.16458846339,0.8973154886289754,1.0611070749987828,3,857.790551951732,14.296509199195533,True
67.92,RADAR_A,RADAR_A-T5453,PGT549U,-83721.86189013111,30166.023189047723,-74.89948117828922,53.86425422565739,10,143.9964215311739,2.021831720409404,False
68.16,RADAR_C,RADAR_C-T2301,PGT549U,-83884.88191472496,30116.704595842493,-61.12336290201959,44.850604933865014,5,498.71781287922744,8.1756070113073,False
68.66,RADAR_B,RADAR_B-T6951,HEDEF_2,373608.8403498604,30415.487948558035,71.29294069482268,44.19714101915569,7,399.2096495126616,4.6753056338464924,False
68.92,RADAR_B,RADAR_B-T3414,HEDEF_3_MANEVRA,-79166.84236865691,-407276.9248327507,-448.806427672713,-64.17133650785942,7,463.34911058674066,4.6753056338464924,False
69.43,RADAR_A,RADAR_A-T9297,HEDEF_2,373466.58809954196,30244.058646607453,71.56385261587496,55.94379949012938,9,364.37829728331167,2.6736220001334834,False
69.6,RADAR_A,RADAR_A-T5333,HEDEF_3_MANEVRA,-79757.96193446805,-407929.7957404546,-458.21461048036286,-57.115222624645945,10,382.160439380309,2.021831720409404,False
70.14,RADAR_A,RADAR_A-T5453,PGT549U,-84050.64487406888,30248.01483050894,-76.48219016960552,54.39312028781032,9,178.27274936222665,2.6736220001334834,False
71.41,RADAR_C,RADAR_C-T3938,HEDEF_2,373482.1466815896,30007.670548524784,79.9610806344727,45.5385947163272,5,582.5129937603291,8.1756070113073,False
71.74,RADAR_A,RADAR_A-T9297,HEDEF_2,374298.33012638777,29980.735870147666,73.04990027390836,56.56463067585975,11,339.9471019831132,1.528938460803196,False
72.14,RADAR_A,RADAR_A-T5333,HEDEF_3_MANEVRA,-81004.94152324203,-407670.78375383327,-464.34414156684073,-56.105839090882895,10,382.53116328588914,2.021831720409404,False
72.31,RADAR_A,RADAR_A-T5453,PGT549U,-83925.31483304463,30087.947836375726,-74.57193898692724,55.61598177083148,11,120.37827283345621,1.528938460803196,False
72.37,RADAR_B,RADAR_B-T6951,HEDEF_2,374827.38210890774,30209.08780332817,70.3891873246639,65.63130361248949,6,467.3747946881024,6.1825125572116635,False
72.57,RADAR_B,RADAR_B-T3835,PGT549U,-83578.88218703012,29720.897983877578,-68.72990548852891,47.921884055963815,5,505.22233300715743,8.1756070113073,False
74.86,RADAR_A,RADAR_A-T5453,PGT549U,-84302.66556407482,30443.95019501265,-74.06039673062433,56.08295977354468,9,178.4432487389115,2.6736220001334834,False
75.17,RADAR_A,RADAR_A-T5333,HEDEF_3_MANEVRA,-82647.46472648223,-407669.88200641517,-472.1960909107328,-56.57061518445936,11,374.6619562342059,1.528938460803196,False
75.21,RADAR_A,RADAR_A-SC14575,STATIC_CLUTTER,-336579.1627357073,-43802.094168508935,-0.18509821227849105,-0.02144499938570612,1,1500.0,25.0,True
77.11,RADAR_B,RADAR_B-T6951,HEDEF_2,374495.6156293978,30157.222069263124,74.32533966716771,62.99314183254477,7,399.6570946031109,4.6753056338464924,False
77.53,RADAR_A,RADAR_A-T5333,HEDEF_3_MANEVRA,-84352.01622181524,-407875.171786761,-472.53044346733293,-55.14170000146399,9,397.4405419615643,2.6736220001334834,False
77.58,RADAR_B,RADAR_B-T3835,PGT549U,-84260.11560750531,30982.429632580614,-78.90735370210201,50.25154856483032,7,305.6329787068414,4.6753056338464924,False
77.62,RADAR_A,RADAR_A-T5453,PGT549U,-84600.01967221964,30679.85555627661,-76.0227122327943,57.54509964108313,11,120.66287671042596,1.528938460803196,False
79.19,RADAR_A,RADAR_A-T3479,HEDEF_2,374863.1871293304,30821.067930895264,73.46512641093803,54.61587637061267,9,365.0193095252689,2.6736220001334834,False
79.52,RADAR_C,RADAR_C-T2926,HEDEF_3_MANEVRA,-84383.84706235051,-408008.78201314487,-478.356161253666,-47.323889573816146,7,503.14209301812696,4.6753056338464924,False
79.63,RADAR_C,RADAR_C-T2301,PGT549U,-84148.64378554563,30672.85105090019,-83.81113255805764,64.71114530608986,4,654.9633177918469,10.811227536508623,False
79.85,RADAR_A,RADAR_A-T5333,HEDEF_3_MANEVRA,-84882.61646542787,-408465.9052610943,-485.6192218013547,-55.86155157534571,9,397.77856193250005,2.6736220001334834,False
80.15,RADAR_A,RADAR_A-T5453,PGT549U,-84852.45832756137,30742.977972015546,-76.7459908763313,57.56361261646886,11,120.79914679552454,1.528938460803196,False
81.84,RADAR_C,RADAR_C-T3938,HEDEF_2,375214.36966348643,30333.580551708914,79.850299531959,56.28738899072875,4,721.0385831831503,10.811227536508623,False
82.51,RADAR_A,RADAR_A-T5333,HEDEF_3_MANEVRA,-87772.29528713909,-407948.04174723855,-490.4132150521051,-56.2452419935737,9,398.1707174306543,2.6736220001334834,False
82.68,RADAR_A,RADAR_A-T5453,PGT549U,-85077.2455878388,30889.179137864932,-74.67052171129623,59.66478686686262,9,178.72777606357755,2.6736220001334834,False
84.56,RADAR_A,RADAR_A-T5453,PGT549U,-85063.64012142688,30932.630250380706,-74.85266806019715,57.11529159320074,10,144.74316803347782,2.021831720409404,False
86.16,RADAR_B,RADAR_B-T9210,PGT549U,-85538.57362518384,31089.668855584256,-75.94985077766385,61.45801948376439,8,244.721233427829,3.5355339059327378,False
87.21,RADAR_A,RADAR_A-T5364,HEDEF_3_MANEVRA,-90118.05890509809,-408468.67570765805,-499.74273123785923,-59.955082816851146,10,384.8147937054489,2.021831720409404,False
87.6,RADAR_A,RADAR_A-T5453,PGT549U,-85091.82296089885,31098.657013248,-76.20371005170396,57.485450421329354,9,178.90772441761607,2.6736220001334834,False
88.23,RADAR_B,RADAR_B-T3657,HEDEF_3_MANEVRA,-90703.67677785848,-408189.1005483254,-495.27958467037126,-59.56277478455678,6,526.0411881619084,6.1825125572116635,False
88.87,RADAR_A,RADAR_A-T1378,HEDEF_2,375838.5303477302,31542.227873681175,78.28349442975659,58.79518195958784,11,341.1539510680396,1.528938460803196,False
88.92,RADAR_C,RADAR_C-T2926,HEDEF_3_MANEVRA,-89634.84368882734,-407809.54388450546,-502.3634486839335,-57.85985640281439,7,504.4255943889365,4.6753056338464924,False
89.38,RADAR_B,RADAR_B-SC69319,STATIC_CLUTTER,389127.0866126065,-173898.7240707518,0.15169297139310908,-0.053509544691100246,2,1134.321747974356,18.905362466239264,True
89.71,RADAR_A,RADAR_A-T5364,HEDEF_3_MANEVRA,-91170.5101983436,-408701.7784939003,-503.7258152786886,-59.448621069956,11,376.94297354222107,1.528938460803196,False
90.01,RADAR_C,RADAR_C-T2301,PGT549U,-86969.63195283838,30068.803134003654,-59.7616902822588,67.48363966936205,4,655.0378178718616,10.811227536508623,False
91.21,RADAR_A,RADAR_A-T1378,HEDEF_2,376001.6285579278,31635.67670182911,76.93017432208448,62.66489024147114,11,341.319200005353,1.528938460803196,False
92.02,RADAR_A,RADAR_A-T3257,PGT549U,-85616.40600836111,31550.83048319495,-79.01072670916552,58.834251098896054,11,121.44110807240376,1.528938460803196,False
93.13,RADAR_A,RADAR_A-SC62965,STATIC_CLUTTER,-331742.14567897137,-102071.32158525175,-0.7129716712485312,-0.01868825730624921,1,1500.0,25.0,True
93.16,RADAR_C,RADAR_C-T3938,HEDEF_2,375089.44102126657,31887.73036949499,79.45285364779966,66.3901616881357,6,487.01662070510605,6.1825125572116635,False
93.4,RADAR_A,RADAR_A-T1378,HEDEF_2,375691.91389643325,31499.902942201457,77.02707721928435,57.853193722670916,10,350.57776639569,2.021831720409404,False
93.64,RADAR_A,RADAR_A-T6823,HEDEF_3_MANEVRA,-93402.80530877213,-409025.6834364943,-515.1781381231525,-58.998458617928854,9,399.8602227542347,2.6736220001334834,False
94.78,RADAR_A,RADAR_A-T3257,PGT549U,-85740.22775926934,31579.211456513913,-79.01045589699172,60.39192757607598,11,121.59104219258323,1.528938460803196,False
95.59,RADAR_A,RADAR_A-T1378,HEDEF_2,375412.1032385213,31460.000680856578,83.92387910008154,59.70165294892112,10,350.72826251800683,2.021831720409404,False
96.97,RADAR_A,RADAR_A-T3257,PGT549U,-85985.75587288993,31796.044991573766,-73.95196531561578,59.79392322585452,9,179.25288601468677,2.6736220001334834,False
98.14,RADAR_B,RADAR_B-T2725,HEDEF_3_MANEVRA,-95987.78522805848,-409683.18131669477,-511.88349555034415,-58.360632948754926,9,408.0538432918544,2.6736220001334834,False
98.19,RADAR_A,RADAR_A-T4156,HEDEF_3_MANEVRA,-96739.62924059207,-410679.65267801826,-504.068051195906,-61.75506929875973,10,386.5288011761535,2.021831720409404,False
98.25,RADAR_A,RADAR_A-T1378,HEDEF_2,376321.5631559358,32184.276438897457,79.00688090539109,58.8246291638721,9,366.28433298786234,2.6736220001334834,False
98.86,RADAR_B,RADAR_B-T4956,HEDEF_2,376356.3759212138,31170.22803102536,82.63513193964432,63.68262367829781,8,356.32501287527043,3.5355339059327378,False
99.41,RADAR_A,RADAR_A-T3257,PGT549U,-86214.55500623329,31599.140790860863,-75.6432719680826,63.807895979977076,9,179.35683741384577,2.6736220001334834,False
99.66,RADAR_B,RADAR_B-T3895,PGT549U,-86324.86238802609,32045.58720058145,-75.31318364967609,62.68848959850415,8,245.27658035000104,3.5355339059327378,False
100.11,RADAR_A,RADAR_A-T4156,HEDEF_3_MANEVRA,-96931.4722485146,-409673.9822382818,-463.14141015745986,-60.479348648361814,11,378.50792994415565,1.528938460803196,False
101.05,RADAR_A,RADAR_A-T1378,HEDEF_2,376057.61610148184,32637.408453892836,82.24594137286805,61.89018244465154,10,351.1485300316422,2.021831720409404,False
102.29,RADAR_A,RADAR_A-T3257,PGT549U,-86337.59042141405,32109.06750592056,-83.19231778152985,62.144419317718516,11,122.04887136523661,1.528938460803196,False
103.13,RADAR_A,RADAR_A-T4156,HEDEF_3_MANEVRA,-97263.65448192495,-409335.46462082776,-397.38679269706626,-64.17374084453003,9,401.0543221315327,2.6736220001334834,False
103.53,RADAR_A,RADAR_A-T1378,HEDEF_2,376626.9842660663,32146.66413575489,85.66809665624557,65.4726130833687,10,351.3483658595927,2.021831720409404,False
104.3,RADAR_A,RADAR_A-T3257,PGT549U,-86790.95639644675,32160.43840632481,-80.50330269654641,65.39845551132333,11,122.17768143572094,1.528938460803196,False
104.35,RADAR_B,RADAR_B-T3895,PGT549U,-87089.69588932589,32122.642218567595,-80.36955837707677,62.24348621902941,6,390.9913863903456,6.1825125572116635,False
