time,sensor,local_track_id,callsign_true,x,y,z,vx,vy,vz,track_quality,sigma_pos_m,sigma_vel_mps,is_clutter
11.17,RADAR_A,RADAR_A-T8187,HEDEF_4,369935.0476083147,30476.166173194928,-6900.928915003848,39.57348239754274,323.34037402428214,-2.8206390211220427,9,485.10870026486566,2.6736220001334834,False
11.8,RADAR_A,RADAR_A-T6376,HEDEF_3,-79861.03732430763,-404549.1919159228,-6227.920627126773,-19.45552567792308,-31.784053608609057,4.12062363148796,10,523.2760194778743,2.021831720409404,False
12.39,RADAR_A,RADAR_A-T7428,HEDEF_1,-79833.92929802742,27074.897954126056,-7455.133745905348,-35.329411104463205,42.84799758842391,-3.612423745367107,10,160.09900310181442,2.021831720409404,False
12.39,RADAR_A,RADAR_A-T4136,HEDEF_5,100131.90403583365,100521.9437602418,3108.8271426437896,-79.36413595482834,2.2059078479699616,11.612514322524202,12,188.28758025315693,1.1562054316023351,False
12.74,RADAR_A,RADAR_A-T2474,HEDEF_2,369836.11699383333,27418.576601807883,-6996.092568971077,35.57031540598188,37.93869586920501,2.959978574325498,11,466.7612956943889,1.528938460803196,False
13.36,RADAR_A,RADAR_A-T8187,HEDEF_4,369764.1103367577,31175.34321552469,-7475.725228095963,40.841216434166,304.25439619354006,-2.5250220339532587,11,467.1671945256536,1.528938460803196,False
13.82,RADAR_A,RADAR_A-T6376,HEDEF_3,-79879.97756913355,-404722.3159375372,-6621.037167119342,-5.70374070575817,-30.434320290533016,1.2767119381040966,9,533.8334865891466,2.6736220001334834,False
13.82,RADAR_A,RADAR_A-T4136,HEDEF_5,99931.41185993377,100472.33836856742,3205.2838997927756,-77.94179208729051,-16.31085127685012,8.053687073325973,14,179.32955097321752,0.6611880635625048,False
14.0,RADAR_B,RADAR_B-T6515,HEDEF_1,-79860.31152891985,27372.852545131474,-7494.018480495277,-42.8214889191507,16.80879419079222,6.397238216297872,8,269.0199902356922,3.5355339059327378,False
15.05,RADAR_C,RADAR_C-T6004,HEDEF_1,-79792.3913144993,27276.474210764118,-7223.078603668673,-30.27201998011662,3.3245016606614355,-16.384926876223627,7,306.822623339852,4.6753056338464924,False
15.19,RADAR_A,RADAR_A-T2474,HEDEF_2,369951.94017669646,27706.36233305289,-7209.369138483643,36.20898740382394,41.149508789453236,4.603266526160459,11,466.9685674917082,1.528938460803196,False
15.29,RADAR_B,RADAR_B-T9519,HEDEF_3,-80115.60589087427,-404731.98825460987,-7422.167713138694,-22.317609481449548,-21.603441957353308,-4.817877681735956,9,542.9984265191055,2.6736220001334834,False
15.34,RADAR_B,RADAR_B-T2112,HEDEF_2,369709.6980097907,27230.720858622324,-7670.994760465315,42.90910140326958,17.645156106740792,-3.885878889537256,7,486.0337525042446,4.6753056338464924,False
15.34,RADAR_B,RADAR_B-T2698,HEDEF_5,99779.50552617968,100511.20094903147,3295.7236533970627,-65.13559113463603,-30.46118154856087,13.435599377968721,9,215.58754230925695,2.6736220001334834,False
15.35,RADAR_A,RADAR_A-T7428,HEDEF_1,-80071.40504141849,27279.099676144066,-7159.163252750647,-36.839254300335085,34.90682881964701,2.9052608917312073,11,139.25285782928253,1.528938460803196,False
15.93,RADAR_A,RADAR_A-T8187,HEDEF_4,370232.0726253981,31670.911623966942,-6621.428025206062,40.5428489036033,306.32226289871005,-5.161563976247745,10,474.15278143846604,2.021831720409404,False
17.43,RADAR_C,RADAR_C-T2043,HEDEF_2,369367.0734234744,27773.72929870708,-7052.992030816191,51.174320698307355,43.78111470303091,-16.14681790138187,5,658.9963493985613,8.1756070113073,False
17.59,RADAR_A,RADAR_A-T7428,HEDEF_1,-80022.01206919477,27417.417274849868,-7384.071743665191,-41.13376286520459,21.63077002340416,6.857437050510809,9,191.71646658098854,2.6736220001334834,False
17.59,RADAR_A,RADAR_A-T4136,HEDEF_5,99636.6761914163,100565.66874147636,3255.2636290696364,-55.0693107944984,-51.33615107867619,8.252041257878346,12,187.90805960093135,1.1562054316023351,False
17.85,RADAR_A,RADAR_A-T8187,HEDEF_4,370097.6307100234,32290.64079712516,-7393.651864988136,39.54797150452321,311.29236631478767,1.3417050172293175,10,474.37124035381083,2.021831720409404,False
17.85,RADAR_A,RADAR_A-T2474,HEDEF_2,370239.39761571394,27165.478436503436,-7867.9887594940055,40.51763182435515,18.36559281272804,-1.0094426418978204,9,485.3749002097647,2.6736220001334834,False
18.66,RADAR_B,RADAR_B-T6515,HEDEF_1,-80182.89192172932,27366.294588793768,-7351.392078164275,-36.787986922374806,37.62924938216048,9.498504398114063,9,230.76260727251255,2.6736220001334834,False
19.04,RADAR_A,RADAR_A-T2353,HEDEF_3,-79306.00644167497,-405205.5557113048,-7517.944420410718,-10.94326183363205,-29.219830979989233,7.639752981189301,11,517.7140236061133,1.528938460803196,False
19.04,RADAR_A,RADAR_A-T4136,HEDEF_5,99491.86124547124,100410.56013853886,3070.268777349034,-42.96613693364962,-65.3663635090409,11.864324380110489,13,182.13642404816358,0.8743393107950702,False
20.23,RADAR_C,RADAR_C-T4774,HEDEF_4,369709.14316917106,33602.895939339185,-7409.28051380453,54.65004355936337,327.11899520952835,51.445837869541194,3,963.9274850645602,14.296509199195533,False
20.4,RADAR_A,RADAR_A-T7428,HEDEF_1,-80522.05375235372,27711.03517167064,-7351.142724238506,-40.542544656689046,30.828911270070446,5.138444111664264,9,191.8664913331386,2.6736220001334834,False
20.79,RADAR_A,RADAR_A-T8187,HEDEF_4,370319.39430793136,33656.54131116321,-7549.179965171349,42.59838514816037,304.1078187701838,8.638437328658805,10,474.7088931725413,2.021831720409404,False
20.79,RADAR_A,RADAR_A-T4136,HEDEF_5,99364.48713470153,100377.04593649555,3226.5791619417905,-29.312543805398867,-73.84980523791678,13.034688618697748,12,187.5389650715717,1.1562054316023351,False
21.06,RADAR_C,RADAR_C-T2043,HEDEF_2,371536.62176047266,27603.467430522855,-7318.9578042163685,46.1355703940964,60.36375602760106,5.378621180704064,4,784.0100191444185,10.811227536508623,False
21.06,RADAR_C,RADAR_C-T2162,HEDEF_5,99348.75508894563,100115.73756168183,3356.1277567104507,-27.88325394843824,-73.11769621221285,7.133137342139439,9,197.6085906016595,2.6736220001334834,False
21.67,RADAR_B,RADAR_B-T9519,HEDEF_3,-79485.04033767336,-404994.6575228008,-7771.850291130646,3.568656040922778,-42.90358144751751,-1.2870246304917226,8,560.8875191744265,3.5355339059327378,False
21.67,RADAR_B,RADAR_B-T2698,HEDEF_5,99460.46619900872,100059.22468803872,3077.86353129892,-26.44253880777212,-71.99081583588894,17.114965691327168,10,187.85473398483182,2.021831720409404,False
22.14,RADAR_A,RADAR_A-T3911,HEDEF_2,370547.72119314957,27616.66364014741,-7796.358837277059,42.530514027815514,30.445673610969894,5.471871132202439,11,467.5584410670582,1.528938460803196,False
22.18,RADAR_A,RADAR_A-T2353,HEDEF_3,-80205.14091357312,-405191.1761817757,-6881.253441564185,-8.788118707388199,-32.185247760456704,5.831161608474234,9,534.3848723917957,2.6736220001334834,False
23.61,RADAR_A,RADAR_A-T8187,HEDEF_4,370352.4087572835,34544.974002882045,-6907.202691424411,42.041376495307354,296.6732406562369,7.39007390876598,11,468.3557505900635,1.528938460803196,False
23.61,RADAR_A,RADAR_A-T4136,HEDEF_5,99370.99079842224,100075.58207699422,3076.760844579471,-15.306603587945103,-75.21403236453204,13.354542751283768,14,178.55099840269722,0.6611880635625048,False
23.73,RADAR_A,RADAR_A-T7428,HEDEF_1,-80597.22611994423,27781.09910258822,-7158.8333415734605,-47.141352937796576,19.57091174203468,5.421190870731621,9,192.0448135173386,2.6736220001334834,False
23.81,RADAR_B,RADAR_B-T6515,HEDEF_1,-80457.2385261292,27522.421565036002,-7379.553088702558,-33.848864825724945,44.06903874100496,4.142173249411177,8,269.59097650838964,3.5355339059327378,False
24.79,RADAR_A,RADAR_A-T2353,HEDEF_3,-79763.17254632496,-405017.7445604563,-7072.0251068992375,-7.803560845388966,-33.54338077829659,-0.8809971897093325,9,534.5565435336104,2.6736220001334834,False
24.93,RADAR_B,RADAR_B-T9519,HEDEF_3,-80307.69664603547,-405029.11672951054,-7728.832802416951,-22.242135535716173,-27.138284362160775,10.973154406184912,5,714.4693135266328,8.1756070113073,False
26.3,RADAR_A,RADAR_A-T7428,HEDEF_1,-80680.35140513962,27802.29285265545,-7365.133613852906,-38.98650780771654,36.02827784423338,10.766142333852352,9,192.18259428407893,2.6736220001334834,False
26.3,RADAR_A,RADAR_A-T4136,HEDEF_5,99139.18150346186,99951.4874127676,3303.7667453874587,6.904624217529648,-78.14955742988506,10.2740036949209,13,181.64498280142803,0.8743393107950702,False
26.49,RADAR_C,RADAR_C-T6004,HEDEF_1,-81151.38910108645,27829.416103945357,-7326.444392947713,-40.38030916849114,29.98775770244252,14.77151075859145,6,391.43204746708903,6.1825125572116635,False
26.49,RADAR_C,RADAR_C-T2162,HEDEF_5,99189.72988676104,99642.28672564565,3279.288260764126,19.67291033104014,-76.34643468160586,16.204112923542997,8,241.38204544003244,3.5355339059327378,False
27.58,RADAR_A,RADAR_A-T5584,HEDEF_3,-79413.07809034857,-405635.2880363691,-6663.407192766683,-13.252725564934224,-34.73250754732753,-0.0161438617296078,10,524.3378068750742,2.021831720409404,False
27.58,RADAR_A,RADAR_A-T4136,HEDEF_5,99336.35782694843,99811.16404140471,3268.16145758736,19.623813930730687,-68.29926673319093,8.765692566463947,12,187.13308845392163,1.1562054316023351,False
27.83,RADAR_B,RADAR_B-T9519,HEDEF_3,-80160.77944365836,-405391.369863884,-7517.555453628385,-10.149540111663827,-32.357311573666614,-1.4824234043709037,8,561.3013396671425,3.5355339059327378,False
27.83,RADAR_B,RADAR_B-T2698,HEDEF_5,99478.2117490327,99886.33754123213,3340.597909041611,31.717697851945736,-74.70004821768023,7.984209777113093,9,214.89019607583631,2.6736220001334834,False
28.11,RADAR_B,RADAR_B-T6515,HEDEF_1,-80820.52066289994,27923.151580935766,-7316.293098255523,-50.708436160292315,13.584561825306487,9.362639430301112,7,326.3514671045785,4.6753056338464924,False
28.78,RADAR_A,RADAR_A-T6832,HEDEF_4,370858.6321624498,36160.45818141193,-7463.1535594330035,43.92073320742845,289.94284270678196,4.627200788737518,10,475.6231791340287,2.021831720409404,False
29.02,RADAR_A,RADAR_A-T7428,HEDEF_1,-81027.99781432505,28048.643047602323,-7424.824541558284,-48.18505142021695,28.187181990321868,4.206503789808395,11,140.25402985943614,1.528938460803196,False
29.67,RADAR_A,RADAR_A-T8933,HEDEF_2,370836.46305698773,27992.83645558318,-6731.087223954395,43.934331489105304,27.638243970177978,1.5630517033140534,10,474.8758473829143,2.021831720409404,False
30.74,RADAR_A,RADAR_A-T7428,HEDEF_1,-81208.75054221535,28041.640932994458,-7435.336578157777,-46.41911772193362,34.02300875884469,2.183078801066178,11,140.37693205594414,1.528938460803196,False
30.74,RADAR_A,RADAR_A-T4136,HEDEF_5,99344.68158586098,99552.34464377665,3257.011284552963,49.52865155253686,-64.40850192395712,11.83426387496504,12,187.05988105127258,1.1562054316023351,False
31.12,RADAR_A,RADAR_A-T6832,HEDEF_4,371395.58664366335,36908.41452928392,-7358.4589570461185,49.024624601927776,287.2605995937246,-7.360200178658998,9,487.31185172087976,2.6736220001334834,False
31.27,RADAR_B,RADAR_B-T5173,HEDEF_2,370746.768401825,27727.98726453161,-7051.646719958449,36.64738482380607,18.410884268055174,-16.677113696632972,5,631.8820068620079,8.1756070113073,False
32.03,RADAR_A,RADAR_A-T7577,HEDEF_3,-80905.3770601256,-405565.33353419165,-7473.723532259195,-27.502106655849563,-33.842952927676365,8.52551100973932,9,535.0277426318194,2.6736220001334834,False
32.38,RADAR_A,RADAR_A-T8933,HEDEF_2,370936.5055255374,27937.283302143795,-7381.778134933452,46.07927630339035,32.60772429006944,5.463120993836471,9,486.55592627418565,2.6736220001334834,False
33.37,RADAR_B,RADAR_B-T6515,HEDEF_1,-81773.14189543137,28077.764395666243,-7123.604684893698,-47.605608171990085,19.447954204962794,-9.347075036548851,7,326.6001000512832,4.6753056338464924,False
33.39,RADAR_A,RADAR_A-T7428,HEDEF_1,-81157.01183929383,28223.13199846726,-7371.669245738772,-52.92776468492396,35.18965119955264,7.253985516160571,10,161.43029581593515,2.021831720409404,False
33.39,RADAR_A,RADAR_A-T4136,HEDEF_5,99551.81041224908,99570.30273351652,3240.7468834248925,54.977012657045975,-45.858581991837525,8.770088094815879,12,187.05470011062468,1.1562054316023351,False
33.92,RADAR_B,RADAR_B-T3737,HEDEF_4,370588.5428671828,36932.29809973063,-6936.516794434886,53.445077362318884,287.66757529622555,-8.238157907716648,6,545.4014102620745,6.1825125572116635,False
33.92,RADAR_B,RADAR_B-T2698,HEDEF_5,99650.80417425421,99423.40467798043,3251.5139658493717,24.13918977163091,-38.10217138177091,1.7182086586522782,8,255.67008092434452,3.5355339059327378,False
34.21,RADAR_A,RADAR_A-T6832,HEDEF_4,371203.60525835044,37211.79211123896,-7187.4918186824625,49.007821645244825,261.08491161997244,5.415188812782405,10,476.2049248217669,2.021831720409404,False
34.21,RADAR_A,RADAR_A-T4136,HEDEF_5,99797.35406487313,99310.83111639501,3348.761640865692,64.53281381864186,-32.40213700866824,11.574499980717668,13,181.50249528887025,0.8743393107950702,False
36.38,RADAR_A,RADAR_A-T7428,HEDEF_1,-81388.82710241618,28270.243613400296,-7260.35468953102,-57.88470027337818,25.18777907381903,2.557156198568709,10,161.6174506652864,2.021831720409404,False
37.74,RADAR_A,RADAR_A-T8025,HEDEF_3,-80224.93934455737,-406058.17591237207,-6912.095395806279,-17.272576153099987,-42.1347518717737,0.5989600905269881,11,518.9704706930049,1.528938460803196,False
37.74,RADAR_A,RADAR_A-T4136,HEDEF_5,99823.2588630426,99230.58657103605,3350.098617157415,77.22387163311438,-13.398271834044804,6.607620834130138,12,187.21360509774436,1.1562054316023351,False
38.41,RADAR_A,RADAR_A-T7428,HEDEF_1,-81487.99584695917,28296.143948868288,-7283.919182365822,-52.10510237044691,51.515265533695846,3.383859811037502,11,140.92841426021832,1.528938460803196,False
38.72,RADAR_B,RADAR_B-T8264,HEDEF_3,-80756.9037571378,-405454.77315497166,-7258.192501615667,-22.78696670697221,-41.31949488659974,-2.2442989952083026,8,562.0199952859062,3.5355339059327378,False
38.72,RADAR_B,RADAR_B-T2698,HEDEF_5,99649.33965677294,99455.56046886292,3276.654821157781,68.44942495846232,-24.23835059881866,9.500293285999058,12,158.66667080419035,1.1562054316023351,False
39.93,RADAR_A,RADAR_A-T7190,HEDEF_2,371609.1841070582,28688.625027686936,-7340.967762516022,56.82514526508321,30.507494514573562,1.342642226698197,10,475.7209594628947,2.021831720409404,False
40.09,RADAR_A,RADAR_A-T8025,HEDEF_3,-81144.51920320078,-405917.8158957594,-6408.4485737331925,-18.019415288993684,-46.22939704692168,9.28189995348062,9,535.54750319457,2.6736220001334834,False
40.09,RADAR_A,RADAR_A-T4136,HEDEF_5,100209.6643632779,99264.69910344986,3447.417503965978,75.41949131557418,8.77279523939227,5.3066181721442245,14,178.52392167636413,0.6611880635625048,False
40.88,RADAR_B,RADAR_B-T8164,HEDEF_2,371546.8538068449,28976.582966731377,-6702.141983253329,59.3462596692073,47.58457800647947,14.328027289030079,7,487.85582727220736,4.6753056338464924,False
40.88,RADAR_B,RADAR_B-T2698,HEDEF_5,100075.12808002078,99540.19542643569,3393.6456743339636,80.03976071105892,10.60472437922206,5.1436004567714875,11,169.7853857989012,1.528938460803196,False
41.63,RADAR_A,RADAR_A-T7428,HEDEF_1,-81879.88490618685,28596.311736227824,-7154.008618134522,-56.15223393265574,42.71307526378995,4.473344179588679,11,141.16110071271476,1.528938460803196,False
42.41,RADAR_A,RADAR_A-T8025,HEDEF_3,-79999.69641999966,-406214.7809155394,-7619.517124398015,-43.94487081791581,-40.5168891373437,7.668380716702048,9,535.6973008960044,2.6736220001334834,False
42.59,RADAR_A,RADAR_A-T7190,HEDEF_2,371919.84423389233,28613.21708808274,-7519.552058161052,59.140420433108346,27.862333838939488,1.3779860956568528,10,475.940670706734,2.021831720409404,False
42.97,RADAR_A,RADAR_A-T5353,HEDEF_4,371813.96917292645,39868.72661613041,-7171.126066399602,57.1104513545684,224.49094854491065,6.625500373777465,9,488.56548967993706,2.6736220001334834,False
42.97,RADAR_A,RADAR_A-T4136,HEDEF_5,100324.59453780831,99306.58028667531,3731.2156747568647,73.93042874750022,23.36743862848516,6.945350793256889,14,178.69628855090227,0.6611880635625048,False
44.07,RADAR_B,RADAR_B-T5993,HEDEF_3,-81627.08633638614,-405704.8733882629,-7009.752246898084,-20.592385718321616,-46.392151945035096,0.7210985107323555,9,544.9741321631134,2.6736220001334834,False
44.12,RADAR_A,RADAR_A-T7428,HEDEF_1,-81835.55496574538,28733.9097253167,-7079.301547484567,-64.10370093666322,35.71237393612923,2.8760955470304914,10,162.10370785262083,2.021831720409404,False
44.57,RADAR_C,RADAR_C-T4924,HEDEF_2,371755.00946892967,28438.385543506418,-6767.356403302236,58.73576157919206,62.87078863089643,-5.305733439087215,7,523.596658552573,4.6753056338464924,False
44.57,RADAR_C,RADAR_C-T2162,HEDEF_5,99859.51290926072,99407.02477296068,3315.0949804383713,67.72750433675667,-35.29449847716849,-0.8727594403294066,8,241.46576953530897,3.5355339059327378,False
44.71,RADAR_B,RADAR_B-T7853,HEDEF_1,-81837.77538902801,28642.723159075213,-7132.968546937627,-58.00040305806995,46.25952520422984,13.21119913676695,5,518.609045032783,8.1756070113073,False
45.31,RADAR_B,RADAR_B-T7553,HEDEF_4,371665.66550784186,39533.90303928285,-7008.123551441281,62.55415426232911,213.57680035209154,-3.6256974477802393,6,546.417695975354,6.1825125572116635,False
45.31,RADAR_B,RADAR_B-T2698,HEDEF_5,100504.08450805023,99453.63778415792,3446.3342835917256,61.33391905812196,49.30398063905584,7.509184321418281,12,159.1711451288387,1.1562054316023351,False
45.41,RADAR_A,RADAR_A-T8025,HEDEF_3,-80624.60972679549,-406353.72495035635,-6804.185223037677,-29.881880410734613,-46.50332939709201,5.334924169332165,10,525.5103690404571,2.021831720409404,False
45.41,RADAR_A,RADAR_A-T4136,HEDEF_5,100414.89008222333,99381.67273871733,3426.0195903907943,63.64329417234308,41.77654706475647,9.891989414892002,12,187.71709567412069,1.1562054316023351,False
45.71,RADAR_A,RADAR_A-T5353,HEDEF_4,372047.68623084924,39688.77213624157,-7159.305016040872,62.33607056021068,209.95961826969773,6.225126306403198,9,488.8593121040638,2.6736220001334834,False
46.09,RADAR_A,RADAR_A-T7428,HEDEF_1,-82002.0199208186,28739.749784057713,-7165.921135584786,-65.20223639887989,37.199572123049464,2.4466004795373584,11,141.48331988471466,1.528938460803196,False
47.73,RADAR_C,RADAR_C-T1924,HEDEF_1,-82604.19624415,28746.778375027294,-7197.326782864023,-42.89985996346298,-38.964732686778234,38.79915937833544,3,867.0212785545738,14.296509199195533,False
47.73,RADAR_C,RADAR_C-T2162,HEDEF_5,101253.78028508907,99875.38702882249,3498.3928933185825,58.07734043246158,24.925818594665834,-17.65269143957765,5,504.2084723914065,8.1756070113073,False
48.01,RADAR_A,RADAR_A-T8025,HEDEF_3,-81137.1853104691,-406180.8399467765,-8083.494819491904,-36.75493926582659,-47.78734188624528,4.605372490944045,9,536.0585937327561,2.6736220001334834,False
48.5,RADAR_A,RADAR_A-T7428,HEDEF_1,-82209.04339299045,28939.953842284212,-7117.569840287144,-63.71585179954127,45.44503712865972,9.359805312796638,10,162.3804688585486,2.021831720409404,False
48.5,RADAR_A,RADAR_A-T1038,HEDEF_2,372315.19235734286,28756.924313932348,-7261.276669573376,65.99784785013566,42.31112618960179,6.770294102617736,11,469.76941243163645,1.528938460803196,False
49.55,RADAR_B,RADAR_B-T5993,HEDEF_3,-81031.62538901693,-406446.6907292093,-6349.116858728693,-36.057905094278624,-45.57727741342175,2.633690568475118,8,562.7344754938215,3.5355339059327378,False
49.76,RADAR_A,RADAR_A-T8729,HEDEF_4,372542.85184367787,41476.69456620142,-6973.327472662594,68.09136061969497,207.33475780928183,7.595623011420017,10,477.9038327455309,2.021831720409404,False
49.76,RADAR_A,RADAR_A-T8119,HEDEF_5,100601.29956428119,99622.55569345973,3305.737412499995,41.87416670381507,65.78539079165331,2.1797152394888606,12,188.1216949001698,1.1562054316023351,False
50.03,RADAR_B,RADAR_B-T7853,HEDEF_1,-82465.27389809358,28851.474083225767,-6981.8801274301595,-62.63258164609051,62.53556332658664,0.9579822821643473,8,271.1005664597664,3.5355339059327378,False
50.17,RADAR_A,RADAR_A-T1038,HEDEF_2,372223.0034663626,28438.08155231777,-6226.786677395367,69.54970315275612,35.05876951097172,4.241439213908317,11,469.9086304424267,1.528938460803196,False
50.91,RADAR_A,RADAR_A-SC74037,STATIC_CLUTTER_terrain,-114802.83047981428,-206396.48228493505,6577.665927392944,46.68383203055957,28.798355824490407,42.114241722411194,3,906.1377892726834,14.296509199195533,True
51.04,RADAR_A,RADAR_A-T8025,HEDEF_3,-81141.28908968919,-406815.44298201037,-7100.219998209026,-45.59951891945899,-52.12514676576337,4.014860729816947,9,536.2542360167338,2.6736220001334834,False
51.79,RADAR_A,RADAR_A-T7428,HEDEF_1,-82566.633620973,29111.19197563647,-7113.478915493473,-66.30420031019962,52.21876223001503,6.02246770239411,11,141.8956440560523,1.528938460803196,False
51.79,RADAR_A,RADAR_A-T8119,HEDEF_5,100703.56254894286,99669.85371437369,3601.422977809502,22.154454199321595,75.35920519986072,9.018521974084914,13,182.7758687086783,0.8743393107950702,False
52.29,RADAR_B,RADAR_B-T1024,HEDEF_2,372291.66964227625,29293.580202031437,-6823.672197454465,68.48360602326348,26.577292011580806,5.362098426466359,7,488.665136682407,4.6753056338464924,False
52.29,RADAR_B,RADAR_B-T2698,HEDEF_5,100593.00653005906,99971.11511010063,3457.9622339985667,23.31116778689224,72.42025708056967,7.357138106354249,12,159.62054908977566,1.1562054316023351,False
52.88,RADAR_B,RADAR_B-T7853,HEDEF_1,-82464.77512147231,29082.61824469066,-7084.650785285381,-65.13470823122806,64.78217709155713,0.9946269678891699,7,327.52922174207475,4.6753056338464924,False
53.07,RADAR_A,RADAR_A-T1038,HEDEF_2,372501.80870732444,28851.5197129649,-7152.845128356508,67.65249571711468,35.97531356768197,6.888689830145392,10,476.8051129022322,2.021831720409404,False
53.24,RADAR_A,RADAR_A-T8025,HEDEF_3,-80896.74461958992,-406684.94573789823,-7319.06963053232,-38.22479385972832,-51.349043675133444,2.311742372136986,10,526.0260020467026,2.021831720409404,False
53.53,RADAR_A,RADAR_A-GH84587,GHOST_TRACK,-34074.352707641956,187674.7582380021,7521.673014911208,-103.36794742443756,-17.590962662760788,-25.210893216228367,2,1158.2051582471395,18.905362466239264,True
54.4,RADAR_A,RADAR_A-T7428,HEDEF_1,-82715.00587002774,29224.98417329085,-6955.203183093447,-66.59666369770405,60.91046266141556,9.95704094506608,10,162.75345438847677,2.021831720409404,False
54.4,RADAR_A,RADAR_A-T8119,HEDEF_5,100840.24495760999,99958.59539203768,3289.329464336589,4.611828974498907,77.96878407635846,9.954706684728297,12,188.52816382379265,1.1562054316023351,False
54.94,RADAR_B,RADAR_B-T1024,HEDEF_2,372377.79382439854,28837.22670828113,-6963.958265133387,78.02428251652103,33.07403530103419,5.067610274757893,7,488.8539194707258,4.6753056338464924,False
56.0,RADAR_A,RADAR_A-T1038,HEDEF_2,372805.8804218149,29430.80826304369,-6697.552868219682,71.85728722427676,59.06078542337053,-0.9773788992283136,10,477.0587911739153,2.021831720409404,False
56.41,RADAR_A,RADAR_A-GH84587,GHOST_TRACK,-34189.46170168504,186597.18799434608,7330.579728036006,37.77271047247251,19.011873965339852,2.6215096561997706,5,543.4913513209848,8.1756070113073,True
56.92,RADAR_A,RADAR_A-T7428,HEDEF_1,-82833.90219775395,29422.87405164339,-6940.565122623242,-69.57680794900932,55.02013862640673,8.260237710931861,11,142.29430508097798,1.528938460803196,False
56.92,RADAR_A,RADAR_A-T8119,HEDEF_5,100930.08055668723,100101.58185254422,3367.822053085949,-10.138101744060705,75.57174761349972,9.166479343150149,13,183.13583110547083,0.8743393107950702,False
57.11,RADAR_B,RADAR_B-T5993,HEDEF_3,-80956.57886711022,-406978.91013027215,-7039.9920801359085,-59.1666158861003,-50.6658950248069,7.358562098634094,8,563.2590009374643,3.5355339059327378,False
57.18,RADAR_B,RADAR_B-T7853,HEDEF_1,-83115.13697075521,29480.11173398486,-7065.537055681224,-77.72702001781573,55.511704192636785,30.772448777044794,7,327.74940956193393,4.6753056338464924,False
